Barangay,Date,Year,Month,Record_Type,Value
Highway Hills,2014-08-31,2014,9,moving_avg_6,0.000000
Highway Hills,2014-09-30,2014,10,actual,0.000000
Highway Hills,2014-09-30,2014,10,fitted,0.198060
Highway Hills,2014-09-30,2014,10,moving_avg_6,0.000000
Highway Hills,2014-10-31,2014,11,actual,0.000000
Highway Hills,2014-10-31,2014,11,fitted,0.127634
Highway Hills,2014-10-31,2014,11,moving_avg_6,0.000000
Highway Hills,2014-11-30,2014,12,actual,0.000000
Highway Hills,2014-11-30,2014,12,fitted,0.106637
Highway Hills,2014-11-30,2014,12,moving_avg_6,0.000000
Highway Hills,2014-12-31,2015,1,actual,1.000000
Highway Hills,2014-12-31,2015,1,fitted,0.358141
Highway Hills,2014-12-31,2015,1,moving_avg_6,0.166667
Highway Hills,2015-01-31,2015,2,actual,2.000000
Highway Hills,2015-01-31,2015,2,fitted,-0.014343
Highway Hills,2015-01-31,2015,2,moving_avg_6,0.500000
Highway Hills,2015-02-28,2015,3,actual,0.000000
Highway Hills,2015-02-28,2015,3,fitted,0.039710
Highway Hills,2015-02-28,2015,3,moving_avg_6,0.500000
Highway Hills,2015-03-31,2015,4,actual,5.000000
Highway Hills,2015-03-31,2015,4,fitted,0.415530
Highway Hills,2015-03-31,2015,4,moving_avg_6,1.333333
Highway Hills,2015-04-30,2015,5,actual,0.000000
Highway Hills,2015-04-30,2015,5,fitted,-0.070442
Highway Hills,2015-04-30,2015,5,moving_avg_6,1.333333
Highway Hills,2015-05-31,2015,6,actual,1.000000
Highway Hills,2015-05-31,2015,6,fitted,0.735202
Highway Hills,2015-05-31,2015,6,moving_avg_6,1.500000
Highway Hills,2015-06-30,2015,7,actual,0.000000
Highway Hills,2015-06-30,2015,7,fitted,0.399480
Highway Hills,2015-06-30,2015,7,moving_avg_6,1.333333
Highway Hills,2015-07-31,2015,8,actual,0.000000
Highway Hills,2015-07-31,2015,8,fitted,0.683375
Highway Hills,2015-07-31,2015,8,moving_avg_6,1.000000
Highway Hills,2015-08-31,2015,9,actual,1.000000
Highway Hills,2015-08-31,2015,9,fitted,0.553674
Highway Hills,2015-08-31,2015,9,moving_avg_6,1.166667
Highway Hills,2015-09-30,2015,10,actual,1.000000
Highway Hills,2015-09-30,2015,10,fitted,0.273853
Highway Hills,2015-09-30,2015,10,moving_avg_6,0.500000
Highway Hills,2015-10-31,2015,11,actual,1.000000
Highway Hills,2015-10-31,2015,11,fitted,0.366344
Highway Hills,2015-10-31,2015,11,moving_avg_6,0.666667
Highway Hills,2015-11-30,2015,12,actual,1.000000
Highway Hills,2015-11-30,2015,12,fitted,0.450202
Highway Hills,2015-11-30,2015,12,moving_avg_6,0.666667
Highway Hills,2015-12-31,2016,1,actual,2.000000
Highway Hills,2015-12-31,2016,1,fitted,0.680969
Highway Hills,2015-12-31,2016,1,moving_avg_6,1.000000
Highway Hills,2016-01-31,2016,2,actual,1.000000
Highway Hills,2016-01-31,2016,2,fitted,0.745153
Highway Hills,2016-01-31,2016,2,moving_avg_6,1.166667
Highway Hills,2016-02-29,2016,3,actual,1.000000
Highway Hills,2016-02-29,2016,3,fitted,0.797383
Highway Hills,2016-02-29,2016,3,moving_avg_6,1.166667
Highway Hills,2016-03-31,2016,4,actual,1.000000
Highway Hills,2016-03-31,2016,4,fitted,1.214841
Highway Hills,2016-03-31,2016,4,moving_avg_6,1.166667
Highway Hills,2016-04-30,2016,5,actual,1.000000
Highway Hills,2016-04-30,2016,5,fitted,0.855497
Highway Hills,2016-04-30,2016,5,moving_avg_6,1.166667
Highway Hills,2016-05-31,2016,6,actual,2.000000
Highway Hills,2016-05-31,2016,6,fitted,0.897937
Highway Hills,2016-05-31,2016,6,moving_avg_6,1.333333
Highway Hills,2016-06-30,2016,7,actual,0.000000
Highway Hills,2016-06-30,2016,7,fitted,0.667689
Highway Hills,2016-06-30,2016,7,moving_avg_6,1.000000
Highway Hills,2016-07-31,2016,8,actual,1.000000
Highway Hills,2016-07-31,2016,8,fitted,1.170880
Highway Hills,2016-07-31,2016,8,moving_avg_6,1.000000
Highway Hills,2016-08-31,2016,9,actual,1.000000
Highway Hills,2016-08-31,2016,9,fitted,0.858163
Highway Hills,2016-08-31,2016,9,moving_avg_6,1.000000
Highway Hills,2016-09-30,2016,10,actual,1.000000
Highway Hills,2016-09-30,2016,10,fitted,0.941400
Highway Hills,2016-09-30,2016,10,moving_avg_6,1.000000
Highway Hills,2016-10-31,2016,11,actual,2.000000
Highway Hills,2016-10-31,2016,11,fitted,0.950435
Highway Hills,2016-10-31,2016,11,moving_avg_6,1.166667
Highway Hills,2016-11-30,2016,12,actual,0.000000
Highway Hills,2016-11-30,2016,12,fitted,0.815935
Highway Hills,2016-11-30,2016,12,moving_avg_6,0.833333
Highway Hills,2016-12-31,2017,1,actual,1.000000
Highway Hills,2016-12-31,2017,1,fitted,1.549442
Highway Hills,2016-12-31,2017,1,moving_avg_6,1.000000
Highway Hills,2017-01-31,2017,2,actual,1.000000
Highway Hills,2017-01-31,2017,2,fitted,0.869182
Highway Hills,2017-01-31,2017,2,moving_avg_6,1.000000
Highway Hills,2017-02-28,2017,3,actual,3.000000
Highway Hills,2017-02-28,2017,3,fitted,0.850439
Highway Hills,2017-02-28,2017,3,moving_avg_6,1.333333
Highway Hills,2017-03-31,2017,4,actual,1.000000
Highway Hills,2017-03-31,2017,4,fitted,0.650833
Highway Hills,2017-03-31,2017,4,moving_avg_6,1.333333
Highway Hills,2017-04-30,2017,5,actual,0.000000
Highway Hills,2017-04-30,2017,5,fitted,1.151891
Highway Hills,2017-04-30,2017,5,moving_avg_6,1.000000
Highway Hills,2017-05-31,2017,6,actual,3.000000
Highway Hills,2017-05-31,2017,6,fitted,1.557850
Highway Hills,2017-05-31,2017,6,moving_avg_6,1.500000
Highway Hills,2017-06-30,2017,7,actual,0.000000
Highway Hills,2017-06-30,2017,7,fitted,0.496277
Highway Hills,2017-06-30,2017,7,moving_avg_6,1.333333
Highway Hills,2017-07-31,2017,8,actual,2.000000
Highway Hills,2017-07-31,2017,8,fitted,1.356585
Highway Hills,2017-07-31,2017,8,moving_avg_6,1.500000
Highway Hills,2017-08-31,2017,9,actual,1.000000
Highway Hills,2017-08-31,2017,9,fitted,0.737701
Highway Hills,2017-08-31,2017,9,moving_avg_6,1.166667
Highway Hills,2017-09-30,2017,10,actual,2.000000
Highway Hills,2017-09-30,2017,10,fitted,1.041603
Highway Hills,2017-09-30,2017,10,moving_avg_6,1.333333
Highway Hills,2017-10-31,2017,11,actual,0.000000
Highway Hills,2017-10-31,2017,11,fitted,0.994524
Highway Hills,2017-10-31,2017,11,moving_avg_6,1.333333
Highway Hills,2017-11-30,2017,12,actual,1.000000
Highway Hills,2017-11-30,2017,12,fitted,1.287883
Highway Hills,2017-11-30,2017,12,moving_avg_6,1.000000
Highway Hills,2017-12-31,2018,1,actual,0.000000
Highway Hills,2017-12-31,2018,1,fitted,0.846640
Highway Hills,2017-12-31,2018,1,moving_avg_6,1.000000
Highway Hills,2018-01-31,2018,2,actual,2.000000
Highway Hills,2018-01-31,2018,2,fitted,1.195825
Highway Hills,2018-01-31,2018,2,moving_avg_6,1.000000
Highway Hills,2018-02-28,2018,3,actual,0.000000
Highway Hills,2018-02-28,2018,3,fitted,0.739436
Highway Hills,2018-02-28,2018,3,moving_avg_6,0.833333
Highway Hills,2018-03-31,2018,4,actual,0.000000
Highway Hills,2018-03-31,2018,4,fitted,1.183421
Highway Hills,2018-03-31,2018,4,moving_avg_6,0.500000
Highway Hills,2018-04-30,2018,5,actual,1.000000
Highway Hills,2018-04-30,2018,5,fitted,0.702294
Highway Hills,2018-04-30,2018,5,moving_avg_6,0.666667
Highway Hills,2018-05-31,2018,6,actual,1.000000
Highway Hills,2018-05-31,2018,6,fitted,0.611734
Highway Hills,2018-05-31,2018,6,moving_avg_6,0.666667
Highway Hills,2018-06-30,2018,7,actual,0.000000
Highway Hills,2018-06-30,2018,7,fitted,0.469636
Highway Hills,2018-06-30,2018,7,moving_avg_6,0.666667
Highway Hills,2018-07-31,2018,8,actual,0.000000
Highway Hills,2018-07-31,2018,8,fitted,0.911112
Highway Hills,2018-07-31,2018,8,moving_avg_6,0.333333
Highway Hills,2018-08-31,2018,9,actual,1.000000
Highway Hills,2018-08-31,2018,9,fitted,0.720919
Highway Hills,2018-08-31,2018,9,moving_avg_6,0.500000
Highway Hills,2018-09-30,2018,10,actual,1.000000
Highway Hills,2018-09-30,2018,10,fitted,0.441224
Highway Hills,2018-09-30,2018,10,moving_avg_6,0.666667
Highway Hills,2018-10-31,2018,11,actual,0.000000
Highway Hills,2018-10-31,2018,11,fitted,0.331928
Highway Hills,2018-10-31,2018,11,moving_avg_6,0.500000
Highway Hills,2018-11-30,2018,12,actual,2.000000
Highway Hills,2018-11-30,2018,12,fitted,0.682905
Highway Hills,2018-11-30,2018,12,moving_avg_6,0.666667
Highway Hills,2018-12-31,2019,1,actual,0.000000
Highway Hills,2018-12-31,2019,1,fitted,0.189294
Highway Hills,2018-12-31,2019,1,moving_avg_6,0.666667
Highway Hills,2019-01-31,2019,2,actual,0.000000
Highway Hills,2019-01-31,2019,2,fitted,0.896613
Highway Hills,2019-01-31,2019,2,moving_avg_6,0.666667
Highway Hills,2019-02-28,2019,3,actual,0.000000
Highway Hills,2019-02-28,2019,3,fitted,0.557009
Highway Hills,2019-02-28,2019,3,moving_avg_6,0.500000
Highway Hills,2019-03-31,2019,4,actual,1.000000
Highway Hills,2019-03-31,2019,4,fitted,0.379159
Highway Hills,2019-03-31,2019,4,moving_avg_6,0.500000
Highway Hills,2019-04-30,2019,5,actual,0.000000
Highway Hills,2019-04-30,2019,5,fitted,0.265093
Highway Hills,2019-04-30,2019,5,moving_avg_6,0.500000
Highway Hills,2019-05-31,2019,6,actual,2.000000
Highway Hills,2019-05-31,2019,6,fitted,0.600044
Highway Hills,2019-05-31,2019,6,moving_avg_6,0.500000
Highway Hills,2019-06-30,2019,7,actual,0.000000
Highway Hills,2019-06-30,2019,7,fitted,0.100941
Highway Hills,2019-06-30,2019,7,moving_avg_6,0.500000
Highway Hills,2019-07-31,2019,8,actual,1.000000
Highway Hills,2019-07-31,2019,8,fitted,0.531001
Highway Hills,2019-07-31,2019,8,moving_avg_6,0.666667
Highway Hills,2019-08-31,2019,9,actual,1.000000
Highway Hills,2019-08-31,2019,9,fitted,0.383902
Highway Hills,2019-08-31,2019,9,moving_avg_6,0.833333
Highway Hills,2019-09-30,2019,10,actual,0.000000
Highway Hills,2019-09-30,2019,10,fitted,0.514814
Highway Hills,2019-09-30,2019,10,moving_avg_6,0.666667
Highway Hills,2019-10-31,2019,11,actual,1.000000
Highway Hills,2019-10-31,2019,11,fitted,0.634567
Highway Hills,2019-10-31,2019,11,moving_avg_6,0.833333
Highway Hills,2019-11-30,2019,12,actual,0.000000
Highway Hills,2019-11-30,2019,12,fitted,0.497299
Highway Hills,2019-11-30,2019,12,moving_avg_6,0.500000
Highway Hills,2019-12-31,2020,1,actual,3.000000
Highway Hills,2019-12-31,2020,1,fitted,0.613589
Highway Hills,2019-12-31,2020,1,moving_avg_6,1.000000
Highway Hills,2020-01-31,2020,2,actual,0.000000
Highway Hills,2020-01-31,2020,2,fitted,0.101063
Highway Hills,2020-01-31,2020,2,moving_avg_6,0.833333
Highway Hills,2020-02-29,2020,3,actual,1.000000
Highway Hills,2020-02-29,2020,3,fitted,0.740835
Highway Hills,2020-02-29,2020,3,moving_avg_6,0.833333
Highway Hills,2020-03-31,2020,4,actual,0.000000
Highway Hills,2020-03-31,2020,4,fitted,0.541296
Highway Hills,2020-03-31,2020,4,moving_avg_6,0.833333
Highway Hills,2020-04-30,2020,5,actual,0.000000
Highway Hills,2020-04-30,2020,5,fitted,0.718242
Highway Hills,2020-04-30,2020,5,moving_avg_6,0.666667
Highway Hills,2020-05-31,2020,6,actual,0.000000
Highway Hills,2020-05-31,2020,6,fitted,0.776317
Highway Hills,2020-05-31,2020,6,moving_avg_6,0.666667
Highway Hills,2020-06-30,2020,7,actual,0.000000
Highway Hills,2020-06-30,2020,7,fitted,0.469536
Highway Hills,2020-06-30,2020,7,moving_avg_6,0.166667
Highway Hills,2020-07-31,2020,8,actual,1.000000
Highway Hills,2020-07-31,2020,8,fitted,0.444234
Highway Hills,2020-07-31,2020,8,moving_avg_6,0.333333
Highway Hills,2020-08-31,2020,9,actual,0.000000
Highway Hills,2020-08-31,2020,9,fitted,0.239676
Highway Hills,2020-08-31,2020,9,moving_avg_6,0.166667
Highway Hills,2020-09-30,2020,10,actual,0.000000
Highway Hills,2020-09-30,2020,10,fitted,0.383259
Highway Hills,2020-09-30,2020,10,moving_avg_6,0.166667
Highway Hills,2020-10-31,2020,11,actual,2.000000
Highway Hills,2020-10-31,2020,11,fitted,0.397354
Highway Hills,2020-10-31,2020,11,moving_avg_6,0.500000
Highway Hills,2020-11-30,2020,12,actual,0.000000
Highway Hills,2020-11-30,2020,12,fitted,0.017627
Highway Hills,2020-11-30,2020,12,moving_avg_6,0.500000
Highway Hills,2020-12-31,2021,1,actual,0.000000
Highway Hills,2020-12-31,2021,1,fitted,0.726362
Highway Hills,2020-12-31,2021,1,moving_avg_6,0.500000
Highway Hills,2021-01-31,2021,2,actual,0.000000
Highway Hills,2021-01-31,2021,2,fitted,0.398931
Highway Hills,2021-01-31,2021,2,moving_avg_6,0.333333
Highway Hills,2021-02-28,2021,3,actual,0.000000
Highway Hills,2021-02-28,2021,3,fitted,0.367546
Highway Hills,2021-02-28,2021,3,moving_avg_6,0.333333
Highway Hills,2021-03-31,2021,4,actual,0.000000
Highway Hills,2021-03-31,2021,4,fitted,0.225305
Highway Hills,2021-03-31,2021,4,moving_avg_6,0.333333
Highway Hills,2021-04-30,2021,5,actual,0.000000
Highway Hills,2021-04-30,2021,5,fitted,0.148298
Highway Hills,2021-04-30,2021,5,moving_avg_6,0.000000
Highway Hills,2021-05-31,2021,6,actual,0.000000
Highway Hills,2021-05-31,2021,6,fitted,0.125506
Highway Hills,2021-05-31,2021,6,moving_avg_6,0.000000
Highway Hills,2021-06-30,2021,7,actual,0.000000
Highway Hills,2021-06-30,2021,7,fitted,0.103426
Highway Hills,2021-06-30,2021,7,moving_avg_6,0.000000
Highway Hills,2021-07-31,2021,8,actual,0.000000
Highway Hills,2021-07-31,2021,8,fitted,0.194918
Highway Hills,2021-07-31,2021,8,moving_avg_6,0.000000
Highway Hills,2021-08-31,2021,9,actual,0.000000
Highway Hills,2021-08-31,2021,9,fitted,0.092582
Highway Hills,2021-08-31,2021,9,moving_avg_6,0.000000
Highway Hills,2021-09-30,2021,10,actual,0.000000
Highway Hills,2021-09-30,2021,10,fitted,0.041973
Highway Hills,2021-09-30,2021,10,moving_avg_6,0.000000
Highway Hills,2021-10-31,2021,11,actual,0.000000
Highway Hills,2021-10-31,2021,11,fitted,0.203504
Highway Hills,2021-10-31,2021,11,moving_avg_6,0.000000
Highway Hills,2021-11-30,2021,12,actual,0.000000
Highway Hills,2021-11-30,2021,12,fitted,0.058633
Highway Hills,2021-11-30,2021,12,moving_avg_6,0.000000
Highway Hills,2021-12-31,2022,1,actual,0.000000
Highway Hills,2021-12-31,2022,1,fitted,-0.001105
Highway Hills,2021-12-31,2022,1,moving_avg_6,0.000000
Highway Hills,2022-01-31,2022,2,actual,0.000000
Highway Hills,2022-01-31,2022,2,fitted,-0.002594
Highway Hills,2022-01-31,2022,2,moving_avg_6,0.000000
Highway Hills,2022-02-28,2022,3,actual,0.000000
Highway Hills,2022-02-28,2022,3,fitted,-0.001793
Highway Hills,2022-02-28,2022,3,moving_avg_6,0.000000
Highway Hills,2022-03-31,2022,4,actual,0.000000
Highway Hills,2022-03-31,2022,4,fitted,-0.002323
Highway Hills,2022-03-31,2022,4,moving_avg_6,0.000000
Highway Hills,2022-04-30,2022,5,actual,0.000000
Highway Hills,2022-04-30,2022,5,fitted,-0.002401
Highway Hills,2022-04-30,2022,5,moving_avg_6,0.000000
Highway Hills,2022-05-31,2022,6,actual,1.000000
Highway Hills,2022-05-31,2022,6,fitted,-0.002005
Highway Hills,2022-05-31,2022,6,moving_avg_6,0.166667
Highway Hills,2022-06-30,2022,7,actual,0.000000
Highway Hills,2022-06-30,2022,7,fitted,-0.122401
Highway Hills,2022-06-30,2022,7,moving_avg_6,0.166667
Highway Hills,2022-07-31,2022,8,actual,0.000000
Highway Hills,2022-07-31,2022,8,fitted,0.136929
Highway Hills,2022-07-31,2022,8,moving_avg_6,0.166667
Highway Hills,2022-08-31,2022,9,actual,0.000000
Highway Hills,2022-08-31,2022,9,fitted,0.113431
Highway Hills,2022-08-31,2022,9,moving_avg_6,0.166667
Highway Hills,2022-09-30,2022,10,actual,0.000000
Highway Hills,2022-09-30,2022,10,fitted,0.094394
Highway Hills,2022-09-30,2022,10,moving_avg_6,0.166667
Highway Hills,2022-10-31,2022,11,actual,0.000000
Highway Hills,2022-10-31,2022,11,fitted,0.081237
Highway Hills,2022-10-31,2022,11,moving_avg_6,0.166667
Highway Hills,2022-11-30,2022,12,actual,1.000000
Highway Hills,2022-11-30,2022,12,fitted,0.066702
Highway Hills,2022-11-30,2022,12,moving_avg_6,0.166667
Highway Hills,2022-12-31,2023,1,actual,0.000000
Highway Hills,2022-12-31,2023,1,fitted,-0.072287
Highway Hills,2022-12-31,2023,1,moving_avg_6,0.166667
Highway Hills,2023-01-31,2023,2,actual,0.000000
Highway Hills,2023-01-31,2023,2,fitted,0.189928
Highway Hills,2023-01-31,2023,2,moving_avg_6,0.166667
Highway Hills,2023-02-28,2023,3,actual,1.000000
Highway Hills,2023-02-28,2023,3,fitted,0.158021
Highway Hills,2023-02-28,2023,3,moving_avg_6,0.333333
Highway Hills,2023-03-31,2023,4,actual,0.000000
Highway Hills,2023-03-31,2023,4,fitted,-0.005076
Highway Hills,2023-03-31,2023,4,moving_avg_6,0.333333
Highway Hills,2023-04-30,2023,5,actual,0.000000
Highway Hills,2023-04-30,2023,5,fitted,0.262279
Highway Hills,2023-04-30,2023,5,moving_avg_6,0.333333
Highway Hills,2023-05-31,2023,6,actual,1.000000
Highway Hills,2023-05-31,2023,6,fitted,0.337737
Highway Hills,2023-05-31,2023,6,moving_avg_6,0.333333
Highway Hills,2023-06-30,2023,7,actual,0.000000
Highway Hills,2023-06-30,2023,7,fitted,0.056005
Highway Hills,2023-06-30,2023,7,moving_avg_6,0.333333
Highway Hills,2023-07-31,2023,8,actual,0.000000
Highway Hills,2023-07-31,2023,8,fitted,0.285151
Highway Hills,2023-07-31,2023,8,moving_avg_6,0.333333
Highway Hills,2023-08-31,2023,9,actual,1.000000
Highway Hills,2023-08-31,2023,9,fitted,0.235708
Highway Hills,2023-08-31,2023,9,moving_avg_6,0.333333
Highway Hills,2023-09-30,2023,10,actual,0.000000
Highway Hills,2023-09-30,2023,10,fitted,0.050952
Highway Hills,2023-09-30,2023,10,moving_avg_6,0.333333
Highway Hills,2023-10-31,2023,11,actual,1.000000
Highway Hills,2023-10-31,2023,11,fitted,0.322034
Highway Hills,2023-10-31,2023,11,moving_avg_6,0.500000
Highway Hills,2023-11-30,2023,12,actual,0.000000
Highway Hills,2023-11-30,2023,12,fitted,0.222783
Highway Hills,2023-11-30,2023,12,moving_avg_6,0.333333
Highway Hills,2023-12-31,2024,1,actual,0.000000
Highway Hills,2023-12-31,2024,1,fitted,0.411641
Highway Hills,2023-12-31,2024,1,moving_avg_6,0.333333
Highway Hills,2024-01-31,2024,2,actual,0.000000
Highway Hills,2024-01-31,2024,2,fitted,0.295016
Highway Hills,2024-01-31,2024,2,moving_avg_6,0.333333
Highway Hills,2024-02-29,2024,3,actual,1.000000
Highway Hills,2024-02-29,2024,3,fitted,0.366949
Highway Hills,2024-02-29,2024,3,moving_avg_6,0.333333
Highway Hills,2024-03-31,2024,4,actual,1.000000
Highway Hills,2024-03-31,2024,4,fitted,0.075426
Highway Hills,2024-03-31,2024,4,moving_avg_6,0.500000
Highway Hills,2024-04-30,2024,5,actual,0.000000
Highway Hills,2024-04-30,2024,5,fitted,0.147264
Highway Hills,2024-04-30,2024,5,moving_avg_6,0.333333
Highway Hills,2024-05-31,2024,6,actual,1.000000
Highway Hills,2024-05-31,2024,6,fitted,0.566515
Highway Hills,2024-05-31,2024,6,moving_avg_6,0.500000
Highway Hills,2024-06-30,2024,7,actual,1.000000
Highway Hills,2024-06-30,2024,7,fitted,0.205455
Highway Hills,2024-06-30,2024,7,moving_avg_6,0.666667
Highway Hills,2024-07-31,2024,8,actual,0.000000
Highway Hills,2024-07-31,2024,8,fitted,0.262691
Highway Hills,2024-07-31,2024,8,moving_avg_6,0.666667
Highway Hills,2024-08-31,2024,9,actual,0.000000
Highway Hills,2024-08-31,2024,9,fitted,0.696340
Highway Hills,2024-08-31,2024,9,moving_avg_6,0.500000
Highway Hills,2024-09-30,2024,10,actual,0.000000
Highway Hills,2024-09-30,2024,10,fitted,0.467722
Highway Hills,2024-09-30,2024,10,moving_avg_6,0.333333
Highway Hills,2024-10-31,2024,11,actual,1.000000
Highway Hills,2024-10-31,2024,11,fitted,0.470888
Highway Hills,2024-10-31,2024,11,moving_avg_6,0.500000
Highway Hills,2024-11-30,2024,12,actual,1.000000
Highway Hills,2024-11-30,2024,12,fitted,0.145458
Highway Hills,2024-11-30,2024,12,moving_avg_6,0.500000
Highway Hills,2025-09-30,2025,10,ci_lower,-0.361621
Highway Hills,2025-09-30,2025,10,ci_upper,2.581872
Highway Hills,2025-09-30,2025,10,forecast,0.512148
Highway Hills,2025-10-31,2025,11,ci_lower,-0.365536
Highway Hills,2025-10-31,2025,11,ci_upper,2.595063
Highway Hills,2025-10-31,2025,11,forecast,0.510277
Highway Hills,2025-11-30,2025,12,ci_lower,-0.420961
Highway Hills,2025-11-30,2025,12,ci_upper,2.433977
Highway Hills,2025-11-30,2025,12,forecast,0.410109
Highway Hills,2025-12-31,2026,1,ci_lower,-0.408967
Highway Hills,2025-12-31,2026,1,ci_upper,2.525633
Highway Hills,2025-12-31,2026,1,forecast,0.443526
Highway Hills,2026-01-31,2026,2,ci_lower,-0.409667
Highway Hills,2026-01-31,2026,2,ci_upper,2.574633
Highway Hills,2026-01-31,2026,2,forecast,0.452660
Highway Hills,2026-02-28,2026,3,ci_lower,-0.411486
Highway Hills,2026-02-28,2026,3,ci_upper,2.604049
Highway Hills,2026-02-28,2026,3,forecast,0.456377
Highway Hills,2026-03-31,2026,4,ci_lower,-0.423867
Highway Hills,2026-03-31,2026,4,ci_upper,2.572163
Highway Hills,2026-03-31,2026,4,forecast,0.434587
Highway Hills,2026-04-30,2026,5,ci_lower,-0.418831
Highway Hills,2026-04-30,2026,5,ci_upper,2.646487
Highway Hills,2026-04-30,2026,5,forecast,0.455755
Highway Hills,2026-05-31,2026,6,ci_lower,-0.422467
Highway Hills,2026-05-31,2026,6,ci_upper,2.667236
Highway Hills,2026-05-31,2026,6,forecast,0.455317
Highway Hills,2026-06-30,2026,7,ci_lower,-0.433910
Highway Hills,2026-06-30,2026,7,ci_upper,2.637344
Highway Hills,2026-06-30,2026,7,forecast,0.434944
Highway Hills,2026-07-31,2026,8,ci_lower,-0.437132
Highway Hills,2026-07-31,2026,8,ci_upper,2.659450
Highway Hills,2026-07-31,2026,8,forecast,0.435196
Highway Hills,2026-08-31,2026,9,ci_lower,-0.440515
Highway Hills,2026-08-31,2026,9,ci_upper,2.680223
Highway Hills,2026-08-31,2026,9,forecast,0.434932
Highway Hills,2026-09-30,2026,10,ci_lower,-0.435731
Highway Hills,2026-09-30,2026,10,ci_upper,2.755063
Highway Hills,2026-09-30,2026,10,forecast,0.455632
Hulo,2009-12-31,2010,1,actual,1.000000
Hulo,2009-12-31,2010,1,fitted,0.000000
Hulo,2010-01-31,2010,2,actual,0.000000
Hulo,2010-01-31,2010,2,fitted,1.010470
Hulo,2010-02-28,2010,3,actual,0.000000
Hulo,2010-02-28,2010,3,fitted,-0.010388
Hulo,2010-03-31,2010,4,actual,1.000000
Hulo,2010-03-31,2010,4,fitted,0.000000
Hulo,2010-04-30,2010,5,actual,1.000000
Hulo,2010-04-30,2010,5,fitted,1.020995
Hulo,2010-05-31,2010,6,actual,0.000000
Hulo,2010-05-31,2010,6,fitted,1.000000
Hulo,2010-05-31,2010,6,moving_avg_6,0.500000
Hulo,2010-06-30,2010,7,actual,0.000000
Hulo,2010-06-30,2010,7,fitted,-0.010388
Hulo,2010-06-30,2010,7,moving_avg_6,0.333333
Hulo,2010-07-31,2010,8,actual,0.000000
Hulo,2010-07-31,2010,8,fitted,0.000000
Hulo,2010-07-31,2010,8,moving_avg_6,0.333333
Hulo,2010-08-31,2010,9,actual,0.000000
Hulo,2010-08-31,2010,9,fitted,0.000000
Hulo,2010-08-31,2010,9,moving_avg_6,0.333333
Hulo,2010-09-30,2010,10,actual,0.000000
Hulo,2010-09-30,2010,10,fitted,0.000000
Hulo,2010-09-30,2010,10,moving_avg_6,0.166667
Hulo,2010-10-31,2010,11,actual,0.000000
Hulo,2010-10-31,2010,11,fitted,0.000000
Hulo,2010-10-31,2010,11,moving_avg_6,0.000000
Hulo,2010-11-30,2010,12,actual,0.000000
Hulo,2010-11-30,2010,12,fitted,0.000000
Hulo,2010-11-30,2010,12,moving_avg_6,0.000000
Hulo,2010-12-31,2011,1,actual,1.000000
Hulo,2010-12-31,2011,1,fitted,0.015436
Hulo,2010-12-31,2011,1,moving_avg_6,0.166667
Hulo,2011-01-31,2011,2,actual,0.000000
Hulo,2011-01-31,2011,2,fitted,0.958622
Hulo,2011-01-31,2011,2,moving_avg_6,0.166667
Hulo,2011-02-28,2011,3,actual,1.000000
Hulo,2011-02-28,2011,3,fitted,-0.009924
Hulo,2011-02-28,2011,3,moving_avg_6,0.333333
Hulo,2011-03-31,2011,4,actual,0.000000
Hulo,2011-03-31,2011,4,fitted,0.473681
Hulo,2011-03-31,2011,4,moving_avg_6,0.333333
Hulo,2011-04-30,2011,5,actual,3.000000
Hulo,2011-04-30,2011,5,fitted,0.273783
Hulo,2011-04-30,2011,5,moving_avg_6,0.833333
Hulo,2011-05-31,2011,6,actual,0.000000
Hulo,2011-05-31,2011,6,fitted,0.722069
Hulo,2011-05-31,2011,6,moving_avg_6,0.833333
Hulo,2011-06-30,2011,7,actual,0.000000
Hulo,2011-06-30,2011,7,fitted,0.488793
Hulo,2011-06-30,2011,7,moving_avg_6,0.666667
Hulo,2011-07-31,2011,8,actual,0.000000
Hulo,2011-07-31,2011,8,fitted,0.372482
Hulo,2011-07-31,2011,8,moving_avg_6,0.666667
Hulo,2011-08-31,2011,9,actual,1.000000
Hulo,2011-08-31,2011,9,fitted,0.293291
Hulo,2011-08-31,2011,9,moving_avg_6,0.666667
Hulo,2011-09-30,2011,10,actual,0.000000
Hulo,2011-09-30,2011,10,fitted,0.411415
Hulo,2011-09-30,2011,10,moving_avg_6,0.666667
Hulo,2011-10-31,2011,11,actual,1.000000
Hulo,2011-10-31,2011,11,fitted,0.317787
Hulo,2011-10-31,2011,11,moving_avg_6,0.333333
Hulo,2011-11-30,2011,12,actual,1.000000
Hulo,2011-11-30,2011,12,fitted,0.425662
Hulo,2011-11-30,2011,12,moving_avg_6,0.500000
Hulo,2011-12-31,2012,1,actual,1.000000
Hulo,2011-12-31,2012,1,fitted,0.552473
Hulo,2011-12-31,2012,1,moving_avg_6,0.666667
Hulo,2012-01-31,2012,2,actual,1.000000
Hulo,2012-01-31,2012,2,fitted,0.718200
Hulo,2012-01-31,2012,2,moving_avg_6,0.833333
Hulo,2012-02-29,2012,3,actual,1.000000
Hulo,2012-02-29,2012,3,fitted,0.529544
Hulo,2012-02-29,2012,3,moving_avg_6,0.833333
Hulo,2012-03-31,2012,4,actual,1.000000
