Barangay,Date,Year,Month,Record_Type,Value
Barangka Drive,2017-12-31,2018,1,actual,0.000000
Barangka Drive,2017-12-31,2018,1,fitted,0.612717
Barangka Drive,2017-12-31,2018,1,moving_avg_6,1.000000
Barangka Drive,2018-01-31,2018,2,actual,2.000000
Barangka Drive,2018-01-31,2018,2,fitted,0.731728
Barangka Drive,2018-01-31,2018,2,moving_avg_6,1.000000
Barangka Drive,2018-02-28,2018,3,actual,0.000000
Barangka Drive,2018-02-28,2018,3,fitted,0.790290
Barangka Drive,2018-02-28,2018,3,moving_avg_6,0.833333
Barangka Drive,2018-03-31,2018,4,actual,3.000000
Barangka Drive,2018-03-31,2018,4,fitted,0.651884
Barangka Drive,2018-03-31,2018,4,moving_avg_6,1.333333
Barangka Drive,2018-04-30,2018,5,actual,3.000000
Barangka Drive,2018-04-30,2018,5,fitted,0.796893
Barangka Drive,2018-04-30,2018,5,moving_avg_6,1.666667
Barangka Drive,2018-05-31,2018,6,actual,1.000000
Barangka Drive,2018-05-31,2018,6,fitted,0.917123
Barangka Drive,2018-05-31,2018,6,moving_avg_6,1.500000
Barangka Drive,2018-06-30,2018,7,actual,1.000000
Barangka Drive,2018-06-30,2018,7,fitted,1.305011
Barangka Drive,2018-06-30,2018,7,moving_avg_6,1.666667
Barangka Drive,2018-07-31,2018,8,actual,0.000000
Barangka Drive,2018-07-31,2018,8,fitted,0.964801
Barangka Drive,2018-07-31,2018,8,moving_avg_6,1.333333
Barangka Drive,2018-08-31,2018,9,actual,3.000000
Barangka Drive,2018-08-31,2018,9,fitted,0.998154
Barangka Drive,2018-08-31,2018,9,moving_avg_6,1.833333
Barangka Drive,2018-09-30,2018,10,actual,3.000000
Barangka Drive,2018-09-30,2018,10,fitted,1.049013
Barangka Drive,2018-09-30,2018,10,moving_avg_6,1.833333
Barangka Drive,2018-10-31,2018,11,actual,0.000000
Barangka Drive,2018-10-31,2018,11,fitted,1.117600
Barangka Drive,2018-10-31,2018,11,moving_avg_6,1.333333
Barangka Drive,2018-11-30,2018,12,actual,0.000000
Barangka Drive,2018-11-30,2018,12,fitted,1.115464
Barangka Drive,2018-11-30,2018,12,moving_avg_6,1.166667
Barangka Drive,2018-12-31,2019,1,actual,0.000000
Barangka Drive,2018-12-31,2019,1,fitted,1.141902
Barangka Drive,2018-12-31,2019,1,moving_avg_6,1.000000
Barangka Drive,2019-01-31,2019,2,actual,1.000000
Barangka Drive,2019-01-31,2019,2,fitted,0.656773
Barangka Drive,2019-01-31,2019,2,moving_avg_6,1.166667
Barangka Drive,2019-02-28,2019,3,actual,0.000000
Barangka Drive,2019-02-28,2019,3,fitted,0.761705
Barangka Drive,2019-02-28,2019,3,moving_avg_6,0.666667
Barangka Drive,2019-03-31,2019,4,actual,0.000000
Barangka Drive,2019-03-31,2019,4,fitted,0.495086
Barangka Drive,2019-03-31,2019,4,moving_avg_6,0.166667
Barangka Drive,2019-04-30,2019,5,actual,0.000000
Barangka Drive,2019-04-30,2019,5,fitted,0.358541
Barangka Drive,2019-04-30,2019,5,moving_avg_6,0.166667
Barangka Drive,2019-05-31,2019,6,actual,0.000000
Barangka Drive,2019-05-31,2019,6,fitted,0.416241
Barangka Drive,2019-05-31,2019,6,moving_avg_6,0.166667
Barangka Drive,2019-06-30,2019,7,actual,0.000000
Barangka Drive,2019-06-30,2019,7,fitted,0.351120
Barangka Drive,2019-06-30,2019,7,moving_avg_6,0.166667
Barangka Drive,2019-07-31,2019,8,actual,1.000000
Barangka Drive,2019-07-31,2019,8,fitted,0.410679
Barangka Drive,2019-07-31,2019,8,moving_avg_6,0.166667
Barangka Drive,2019-08-31,2019,9,actual,0.000000
Barangka Drive,2019-08-31,2019,9,fitted,0.142439
Barangka Drive,2019-08-31,2019,9,moving_avg_6,0.166667
Barangka Drive,2019-09-30,2019,10,actual,0.000000
Barangka Drive,2019-09-30,2019,10,fitted,0.197572
Barangka Drive,2019-09-30,2019,10,moving_avg_6,0.166667
Barangka Drive,2019-10-31,2019,11,actual,0.000000
Barangka Drive,2019-10-31,2019,11,fitted,0.400200
Barangka Drive,2019-10-31,2019,11,moving_avg_6,0.166667
Barangka Drive,2019-11-30,2019,12,actual,0.000000
Barangka Drive,2019-11-30,2019,12,fitted,0.357835
Barangka Drive,2019-11-30,2019,12,moving_avg_6,0.166667
Barangka Drive,2019-12-31,2020,1,actual,0.000000
Barangka Drive,2019-12-31,2020,1,fitted,0.287136
Barangka Drive,2019-12-31,2020,1,moving_avg_6,0.166667
Barangka Drive,2020-01-31,2020,2,actual,0.000000
Barangka Drive,2020-01-31,2020,2,fitted,0.124646
Barangka Drive,2020-01-31,2020,2,moving_avg_6,0.000000
Barangka Drive,2020-02-29,2020,3,actual,0.000000
Barangka Drive,2020-02-29,2020,3,fitted,0.192887
Barangka Drive,2020-02-29,2020,3,moving_avg_6,0.000000
Barangka Drive,2020-03-31,2020,4,actual,1.000000
Barangka Drive,2020-03-31,2020,4,fitted,0.174553
Barangka Drive,2020-03-31,2020,4,moving_avg_6,0.166667
Barangka Drive,2020-04-30,2020,5,actual,0.000000
Barangka Drive,2020-04-30,2020,5,fitted,0.167737
Barangka Drive,2020-04-30,2020,5,moving_avg_6,0.166667
Barangka Drive,2020-05-31,2020,6,actual,0.000000
Barangka Drive,2020-05-31,2020,6,fitted,0.251750
Barangka Drive,2020-05-31,2020,6,moving_avg_6,0.166667
Barangka Drive,2020-06-30,2020,7,actual,0.000000
Barangka Drive,2020-06-30,2020,7,fitted,0.204608
Barangka Drive,2020-06-30,2020,7,moving_avg_6,0.166667
Barangka Drive,2020-07-31,2020,8,actual,0.000000
Barangka Drive,2020-07-31,2020,8,fitted,0.062249
Barangka Drive,2020-07-31,2020,8,moving_avg_6,0.166667
Barangka Drive,2020-08-31,2020,9,actual,1.000000
Barangka Drive,2020-08-31,2020,9,fitted,0.140972
Barangka Drive,2020-08-31,2020,9,moving_avg_6,0.333333
Barangka Drive,2020-09-30,2020,10,actual,0.000000
Barangka Drive,2020-09-30,2020,10,fitted,0.154895
Barangka Drive,2020-09-30,2020,10,moving_avg_6,0.166667
Barangka Drive,2020-10-31,2020,11,actual,0.000000
Barangka Drive,2020-10-31,2020,11,fitted,0.239218
Barangka Drive,2020-10-31,2020,11,moving_avg_6,0.166667
Barangka Drive,2020-11-30,2020,12,actual,0.000000
Barangka Drive,2020-11-30,2020,12,fitted,0.194431
Barangka Drive,2020-11-30,2020,12,moving_avg_6,0.166667
Barangka Drive,2020-12-31,2021,1,actual,0.000000
Barangka Drive,2020-12-31,2021,1,fitted,0.158818
Barangka Drive,2020-12-31,2021,1,moving_avg_6,0.166667
Barangka Drive,2021-01-31,2021,2,actual,0.000000
Barangka Drive,2021-01-31,2021,2,fitted,0.131057
Barangka Drive,2021-01-31,2021,2,moving_avg_6,0.166667
Barangka Drive,2021-02-28,2021,3,actual,0.000000
Barangka Drive,2021-02-28,2021,3,fitted,0.106731
Barangka Drive,2021-02-28,2021,3,moving_avg_6,0.000000
Barangka Drive,2021-03-31,2021,4,actual,0.000000
Barangka Drive,2021-03-31,2021,4,fitted,-0.009109
Barangka Drive,2021-03-31,2021,4,moving_avg_6,0.000000
Barangka Drive,2021-04-30,2021,5,actual,0.000000
Barangka Drive,2021-04-30,2021,5,fitted,0.075233
Barangka Drive,2021-04-30,2021,5,moving_avg_6,0.000000
Barangka Drive,2021-05-31,2021,6,actual,0.000000
Barangka Drive,2021-05-31,2021,6,fitted,0.075934
Barangka Drive,2021-05-31,2021,6,moving_avg_6,0.000000
Barangka Drive,2021-06-30,2021,7,actual,0.000000
Barangka Drive,2021-06-30,2021,7,fitted,0.062597
Barangka Drive,2021-06-30,2021,7,moving_avg_6,0.000000
Barangka Drive,2021-07-31,2021,8,actual,0.000000
Barangka Drive,2021-07-31,2021,8,fitted,0.052600
Barangka Drive,2021-07-31,2021,8,moving_avg_6,0.000000
Barangka Drive,2021-08-31,2021,9,actual,0.000000
Barangka Drive,2021-08-31,2021,9,fitted,-0.050093
Barangka Drive,2021-08-31,2021,9,moving_avg_6,0.000000
Barangka Drive,2021-09-30,2021,10,actual,0.000000
Barangka Drive,2021-09-30,2021,10,fitted,0.038080
Barangka Drive,2021-09-30,2021,10,moving_avg_6,0.000000
Barangka Drive,2021-10-31,2021,11,actual,2.000000
Barangka Drive,2021-10-31,2021,11,fitted,0.045010
Barangka Drive,2021-10-31,2021,11,moving_avg_6,0.333333
Barangka Drive,2021-11-30,2021,12,actual,0.000000
Barangka Drive,2021-11-30,2021,12,fitted,0.072887
Barangka Drive,2021-11-30,2021,12,moving_avg_6,0.333333
Barangka Drive,2021-12-31,2022,1,actual,0.000000
Barangka Drive,2021-12-31,2022,1,fitted,0.235880
Barangka Drive,2021-12-31,2022,1,moving_avg_6,0.333333
Barangka Drive,2022-01-31,2022,2,actual,0.000000
Barangka Drive,2022-01-31,2022,2,fitted,0.192055
Barangka Drive,2022-01-31,2022,2,moving_avg_6,0.333333
Barangka Drive,2022-02-28,2022,3,actual,0.000000
Barangka Drive,2022-02-28,2022,3,fitted,0.156898
Barangka Drive,2022-02-28,2022,3,moving_avg_6,0.333333
Barangka Drive,2022-03-31,2022,4,actual,0.000000
Barangka Drive,2022-03-31,2022,4,fitted,0.129518
Barangka Drive,2022-03-31,2022,4,moving_avg_6,0.333333
Barangka Drive,2022-04-30,2022,5,actual,0.000000
Barangka Drive,2022-04-30,2022,5,fitted,0.105468
Barangka Drive,2022-04-30,2022,5,moving_avg_6,0.000000
Barangka Drive,2022-05-31,2022,6,actual,0.000000
Barangka Drive,2022-05-31,2022,6,fitted,0.086601
Barangka Drive,2022-05-31,2022,6,moving_avg_6,0.000000
Barangka Drive,2022-06-30,2022,7,actual,0.000000
Barangka Drive,2022-06-30,2022,7,fitted,0.071328
Barangka Drive,2022-06-30,2022,7,moving_avg_6,0.000000
Barangka Drive,2022-07-31,2022,8,actual,0.000000
Barangka Drive,2022-07-31,2022,8,fitted,0.058812
Barangka Drive,2022-07-31,2022,8,moving_avg_6,0.000000
Barangka Drive,2022-08-31,2022,9,actual,0.000000
Barangka Drive,2022-08-31,2022,9,fitted,0.049487
Barangka Drive,2022-08-31,2022,9,moving_avg_6,0.000000
Barangka Drive,2022-09-30,2022,10,actual,1.000000
Barangka Drive,2022-09-30,2022,10,fitted,0.040089
Barangka Drive,2022-09-30,2022,10,moving_avg_6,0.166667
Barangka Drive,2022-10-31,2022,11,actual,0.000000
Barangka Drive,2022-10-31,2022,11,fitted,-0.089530
Barangka Drive,2022-10-31,2022,11,moving_avg_6,0.166667
Barangka Drive,2022-11-30,2022,12,actual,1.000000
Barangka Drive,2022-11-30,2022,12,fitted,0.157191
Barangka Drive,2022-11-30,2022,12,moving_avg_6,0.333333
Barangka Drive,2022-12-31,2023,1,actual,0.000000
Barangka Drive,2022-12-31,2023,1,fitted,0.177119
Barangka Drive,2022-12-31,2023,1,moving_avg_6,0.333333
Barangka Drive,2023-01-31,2023,2,actual,0.000000
Barangka Drive,2023-01-31,2023,2,fitted,0.261214
Barangka Drive,2023-01-31,2023,2,moving_avg_6,0.333333
Barangka Drive,2023-02-28,2023,3,actual,1.000000
Barangka Drive,2023-02-28,2023,3,fitted,0.212300
Barangka Drive,2023-02-28,2023,3,moving_avg_6,0.500000
Barangka Drive,2023-03-31,2023,4,actual,0.000000
Barangka Drive,2023-03-31,2023,4,fitted,0.198464
Barangka Drive,2023-03-31,2023,4,moving_avg_6,0.333333
Barangka Drive,2023-04-30,2023,5,actual,0.000000
Barangka Drive,2023-04-30,2023,5,fitted,0.280165
Barangka Drive,2023-04-30,2023,5,moving_avg_6,0.333333
Barangka Drive,2023-05-31,2023,6,actual,1.000000
Barangka Drive,2023-05-31,2023,6,fitted,0.227394
Barangka Drive,2023-05-31,2023,6,moving_avg_6,0.333333
Barangka Drive,2023-06-30,2023,7,actual,0.000000
Barangka Drive,2023-06-30,2023,7,fitted,0.210839
Barangka Drive,2023-06-30,2023,7,moving_avg_6,0.333333
Barangka Drive,2023-07-31,2023,8,actual,0.000000
Barangka Drive,2023-07-31,2023,8,fitted,0.291113
Barangka Drive,2023-07-31,2023,8,moving_avg_6,0.333333
Barangka Drive,2023-08-31,2023,9,actual,0.000000
Barangka Drive,2023-08-31,2023,9,fitted,0.236082
Barangka Drive,2023-08-31,2023,9,moving_avg_6,0.166667
Barangka Drive,2023-09-30,2023,10,actual,0.000000
Barangka Drive,2023-09-30,2023,10,fitted,0.086207
Barangka Drive,2023-09-30,2023,10,moving_avg_6,0.166667
Barangka Drive,2023-10-31,2023,11,actual,0.000000
Barangka Drive,2023-10-31,2023,11,fitted,0.161993
Barangka Drive,2023-10-31,2023,11,moving_avg_6,0.166667
Barangka Drive,2023-11-30,2023,12,actual,0.000000
Barangka Drive,2023-11-30,2023,12,fitted,0.044152
Barangka Drive,2023-11-30,2023,12,moving_avg_6,0.000000
Barangka Drive,2023-12-31,2024,1,actual,0.000000
Barangka Drive,2023-12-31,2024,1,fitted,0.122745
Barangka Drive,2023-12-31,2024,1,moving_avg_6,0.000000
Barangka Drive,2024-01-31,2024,2,actual,0.000000
Barangka Drive,2024-01-31,2024,2,fitted,0.115218
Barangka Drive,2024-01-31,2024,2,moving_avg_6,0.000000
Barangka Drive,2024-02-29,2024,3,actual,0.000000
Barangka Drive,2024-02-29,2024,3,fitted,-0.002671
Barangka Drive,2024-02-29,2024,3,moving_avg_6,0.000000
Barangka Drive,2024-03-31,2024,4,actual,1.000000
Barangka Drive,2024-03-31,2024,4,fitted,0.081028
Barangka Drive,2024-03-31,2024,4,moving_avg_6,0.166667
Barangka Drive,2025-09-30,2025,10,ci_lower,-0.506560
Barangka Drive,2025-09-30,2025,10,ci_upper,1.728557
Barangka Drive,2025-09-30,2025,10,forecast,0.160335
Barangka Drive,2025-10-31,2025,11,ci_lower,-0.509259
Barangka Drive,2025-10-31,2025,11,ci_upper,1.742852
Barangka Drive,2025-10-31,2025,11,forecast,0.160185
Barangka Drive,2025-11-30,2025,12,ci_lower,-0.511802
Barangka Drive,2025-11-30,2025,12,ci_upper,1.757840
Barangka Drive,2025-11-30,2025,12,forecast,0.160333
Barangka Drive,2025-12-31,2026,1,ci_lower,-0.514377
Barangka Drive,2025-12-31,2026,1,ci_upper,1.772465
Barangka Drive,2025-12-31,2026,1,forecast,0.160333
Barangka Drive,2026-01-31,2026,2,ci_lower,-0.516985
Barangka Drive,2026-01-31,2026,2,ci_upper,1.786724
Barangka Drive,2026-01-31,2026,2,forecast,0.160185
Barangka Drive,2026-02-28,2026,3,ci_lower,-0.512958
Barangka Drive,2026-02-28,2026,3,ci_upper,1.839485
Barangka Drive,2026-02-28,2026,3,forecast,0.175989
Barangka Drive,2026-03-31,2026,4,ci_lower,-0.521811
Barangka Drive,2026-03-31,2026,4,ci_upper,1.826363
Barangka Drive,2026-03-31,2026,4,forecast,0.162556
Barangka Drive,2026-04-30,2026,5,ci_lower,-0.524446
Barangka Drive,2026-04-30,2026,5,ci_upper,1.840185
Barangka Drive,2026-04-30,2026,5,forecast,0.162179
Barangka Drive,2026-05-31,2026,6,ci_lower,-0.526192
Barangka Drive,2026-05-31,2026,6,ci_upper,1.860384
Barangka Drive,2026-05-31,2026,6,forecast,0.164162
Barangka Drive,2026-06-30,2026,7,ci_lower,-0.528692
Barangka Drive,2026-06-30,2026,7,ci_upper,1.875734
Barangka Drive,2026-06-30,2026,7,forecast,0.164198
Barangka Drive,2026-07-31,2026,8,ci_lower,-0.531182
Barangka Drive,2026-07-31,2026,8,ci_upper,1.890986
Barangka Drive,2026-07-31,2026,8,forecast,0.164193
Barangka Drive,2026-08-31,2026,9,ci_lower,-0.533634
Barangka Drive,2026-08-31,2026,9,ci_upper,1.906295
Barangka Drive,2026-08-31,2026,9,forecast,0.164215
Barangka Drive,2026-09-30,2026,10,ci_lower,-0.536077
Barangka Drive,2026-09-30,2026,10,ci_upper,1.921487
Barangka Drive,2026-09-30,2026,10,forecast,0.164193
Barangka Ibaba,2010-12-31,2011,1,actual,2.000000
Barangka Ibaba,2010-12-31,2011,1,fitted,0.000000
Barangka Ibaba,2011-01-31,2011,2,actual,1.000000
Barangka Ibaba,2011-01-31,2011,2,fitted,1.804394
Barangka Ibaba,2011-02-28,2011,3,actual,0.000000
Barangka Ibaba,2011-02-28,2011,3,fitted,1.102057
Barangka Ibaba,2011-03-31,2011,4,actual,0.000000
Barangka Ibaba,2011-03-31,2011,4,fitted,0.088805
Barangka Ibaba,2011-04-30,2011,5,actual,1.000000
Barangka Ibaba,2011-04-30,2011,5,fitted,0.000000
Barangka Ibaba,2011-05-31,2011,6,actual,0.000000
Barangka Ibaba,2011-05-31,2011,6,fitted,0.836876
Barangka Ibaba,2011-05-31,2011,6,moving_avg_6,0.666667
Barangka Ibaba,2011-06-30,2011,7,actual,0.000000
Barangka Ibaba,2011-06-30,2011,7,fitted,0.088805
Barangka Ibaba,2011-06-30,2011,7,moving_avg_6,0.333333
Barangka Ibaba,2011-07-31,2011,8,actual,0.000000
Barangka Ibaba,2011-07-31,2011,8,fitted,0.000000
Barangka Ibaba,2011-07-31,2011,8,moving_avg_6,0.166667
Barangka Ibaba,2011-08-31,2011,9,actual,0.000000
Barangka Ibaba,2011-08-31,2011,9,fitted,0.000000
Barangka Ibaba,2011-08-31,2011,9,moving_avg_6,0.166667
Barangka Ibaba,2011-09-30,2011,10,actual,0.000000
Barangka Ibaba,2011-09-30,2011,10,fitted,0.000000
Barangka Ibaba,2011-09-30,2011,10,moving_avg_6,0.166667
Barangka Ibaba,2011-10-31,2011,11,actual,0.000000
Barangka Ibaba,2011-10-31,2011,11,fitted,0.000000
Barangka Ibaba,2011-10-31,2011,11,moving_avg_6,0.000000
Barangka Ibaba,2011-11-30,2011,12,actual,0.000000
Barangka Ibaba,2011-11-30,2011,12,fitted,0.000000
Barangka Ibaba,2011-11-30,2011,12,moving_avg_6,0.000000
Barangka Ibaba,2011-12-31,2012,1,actual,0.000000
Barangka Ibaba,2011-12-31,2012,1,fitted,-0.005046
Barangka Ibaba,2011-12-31,2012,1,moving_avg_6,0.000000
Barangka Ibaba,2012-01-31,2012,2,actual,0.000000
Barangka Ibaba,2012-01-31,2012,2,fitted,0.002982
Barangka Ibaba,2012-01-31,2012,2,moving_avg_6,0.000000
Barangka Ibaba,2012-02-29,2012,3,actual,0.000000
Barangka Ibaba,2012-02-29,2012,3,fitted,0.006616
Barangka Ibaba,2012-02-29,2012,3,moving_avg_6,0.000000
Barangka Ibaba,2012-03-31,2012,4,actual,0.000000
Barangka Ibaba,2012-03-31,2012,4,fitted,0.004060
Barangka Ibaba,2012-03-31,2012,4,moving_avg_6,0.000000
Barangka Ibaba,2012-04-30,2012,5,actual,0.000000
Barangka Ibaba,2012-04-30,2012,5,fitted,-0.003446
Barangka Ibaba,2012-04-30,2012,5,moving_avg_6,0.000000
Barangka Ibaba,2012-05-31,2012,6,actual,0.000000
Barangka Ibaba,2012-05-31,2012,6,fitted,0.002813
Barangka Ibaba,2012-05-31,2012,6,moving_avg_6,0.000000
Barangka Ibaba,2012-06-30,2012,7,actual,0.000000
Barangka Ibaba,2012-06-30,2012,7,fitted,0.003006
Barangka Ibaba,2012-06-30,2012,7,moving_avg_6,0.000000
Barangka Ibaba,2012-07-31,2012,8,actual,0.000000
Barangka Ibaba,2012-07-31,2012,8,fitted,0.002504
Barangka Ibaba,2012-07-31,2012,8,moving_avg_6,0.000000
Barangka Ibaba,2012-08-31,2012,9,actual,0.000000
Barangka Ibaba,2012-08-31,2012,9,fitted,0.002145
Barangka Ibaba,2012-08-31,2012,9,moving_avg_6,0.000000
Barangka Ibaba,2012-09-30,2012,10,actual,0.000000
Barangka Ibaba,2012-09-30,2012,10,fitted,0.001875
Barangka Ibaba,2012-09-30,2012,10,moving_avg_6,0.000000
Barangka Ibaba,2012-10-31,2012,11,actual,0.000000
Barangka Ibaba,2012-10-31,2012,11,fitted,0.001666
Barangka Ibaba,2012-10-31,2012,11,moving_avg_6,0.000000
Barangka Ibaba,2012-11-30,2012,12,actual,0.000000
Barangka Ibaba,2012-11-30,2012,12,fitted,0.001498
Barangka Ibaba,2012-11-30,2012,12,moving_avg_6,0.000000
Barangka Ibaba,2012-12-31,2013,1,actual,0.000000
Barangka Ibaba,2012-12-31,2013,1,fitted,0.001361
Barangka Ibaba,2012-12-31,2013,1,moving_avg_6,0.000000
Barangka Ibaba,2013-01-31,2013,2,actual,0.000000
Barangka Ibaba,2013-01-31,2013,2,fitted,0.002109
Barangka Ibaba,2013-01-31,2013,2,moving_avg_6,0.000000
Barangka Ibaba,2013-02-28,2013,3,actual,0.000000
Barangka Ibaba,2013-02-28,2013,3,fitted,0.001049
Barangka Ibaba,2013-02-28,2013,3,moving_avg_6,0.000000
Barangka Ibaba,2013-03-31,2013,4,actual,0.000000
Barangka Ibaba,2013-03-31,2013,4,fitted,0.000882
Barangka Ibaba,2013-03-31,2013,4,moving_avg_6,0.000000
Barangka Ibaba,2013-04-30,2013,5,actual,0.000000
Barangka Ibaba,2013-04-30,2013,5,fitted,0.001705
Barangka Ibaba,2013-04-30,2013,5,moving_avg_6,0.000000
Barangka Ibaba,2013-05-31,2013,6,actual,0.000000
Barangka Ibaba,2013-05-31,2013,6,fitted,0.000854
Barangka Ibaba,2013-05-31,2013,6,moving_avg_6,0.000000
Barangka Ibaba,2013-06-30,2013,7,actual,0.000000
Barangka Ibaba,2013-06-30,2013,7,fitted,0.000705
Barangka Ibaba,2013-06-30,2013,7,moving_avg_6,0.000000
Barangka Ibaba,2013-07-31,2013,8,actual,0.000000
Barangka Ibaba,2013-07-31,2013,8,fitted,0.000672
Barangka Ibaba,2013-07-31,2013,8,moving_avg_6,0.000000
Barangka Ibaba,2013-08-31,2013,9,actual,1.000000
Barangka Ibaba,2013-08-31,2013,9,fitted,0.000642
Barangka Ibaba,2013-08-31,2013,9,moving_avg_6,0.166667
Barangka Ibaba,2013-09-30,2013,10,actual,0.000000
Barangka Ibaba,2013-09-30,2013,10,fitted,-0.053010
Barangka Ibaba,2013-09-30,2013,10,moving_avg_6,0.166667
Barangka Ibaba,2013-10-31,2013,11,actual,1.000000
Barangka Ibaba,2013-10-31,2013,11,fitted,0.033431
Barangka Ibaba,2013-10-31,2013,11,moving_avg_6,0.333333
Barangka Ibaba,2013-11-30,2013,12,actual,0.000000
Barangka Ibaba,2013-11-30,2013,12,fitted,-0.025320
Barangka Ibaba,2013-11-30,2013,12,moving_avg_6,0.333333
Barangka Ibaba,2013-12-31,2014,1,actual,0.000000
Barangka Ibaba,2013-12-31,2014,1,fitted,0.062294
Barangka Ibaba,2013-12-31,2014,1,moving_avg_6,0.333333
Barangka Ibaba,2014-01-31,2014,2,actual,0.000000
Barangka Ibaba,2014-01-31,2014,2,fitted,0.060908
Barangka Ibaba,2014-01-31,2014,2,moving_avg_6,0.333333
Barangka Ibaba,2014-02-28,2014,3,actual,0.000000
Barangka Ibaba,2014-02-28,2014,3,fitted,0.058683
Barangka Ibaba,2014-02-28,2014,3,moving_avg_6,0.166667
Barangka Ibaba,2014-03-31,2014,4,actual,0.000000
Barangka Ibaba,2014-03-31,2014,4,fitted,0.056492
Barangka Ibaba,2014-03-31,2014,4,moving_avg_6,0.166667
Barangka Ibaba,2014-04-30,2014,5,actual,0.000000
Barangka Ibaba,2014-04-30,2014,5,fitted,0.054300
Barangka Ibaba,2014-04-30,2014,5,moving_avg_6,0.000000
Barangka Ibaba,2014-05-31,2014,6,actual,0.000000
Barangka Ibaba,2014-05-31,2014,6,fitted,0.052495
Barangka Ibaba,2014-05-31,2014,6,moving_avg_6,0.000000
Barangka Ibaba,2014-06-30,2014,7,actual,0.000000
Barangka Ibaba,2014-06-30,2014,7,fitted,0.050707
Barangka Ibaba,2014-06-30,2014,7,moving_avg_6,0.000000
Barangka Ibaba,2014-07-31,2014,8,actual,0.000000
Barangka Ibaba,2014-07-31,2014,8,fitted,0.049012
Barangka Ibaba,2014-07-31,2014,8,moving_avg_6,0.000000
Barangka Ibaba,2014-08-31,2014,9,actual,0.000000
Barangka Ibaba,2014-08-31,2014,9,fitted,0.150463
Barangka Ibaba,2014-08-31,2014,9,moving_avg_6,0.000000
Barangka Ibaba,2014-09-30,2014,10,actual,0.000000
Barangka Ibaba,2014-09-30,2014,10,fitted,0.054951
Barangka Ibaba,2014-09-30,2014,10,moving_avg_6,0.000000
Barangka Ibaba,2014-10-31,2014,11,actual,0.000000
Barangka Ibaba,2014-10-31,2014,11,fitted,0.143614
Barangka Ibaba,2014-10-31,2014,11,moving_avg_6,0.000000
Barangka Ibaba,2014-11-30,2014,12,actual,0.000000
Barangka Ibaba,2014-11-30,2014,12,fitted,0.049065
Barangka Ibaba,2014-11-30,2014,12,moving_avg_6,0.000000
Barangka Ibaba,2014-12-31,2015,1,actual,0.000000
Barangka Ibaba,2014-12-31,2015,1,fitted,0.035614
Barangka Ibaba,2014-12-31,2015,1,moving_avg_6,0.000000
Barangka Ibaba,2015-01-31,2015,2,actual,0.000000
Barangka Ibaba,2015-01-31,2015,2,fitted,0.034508
Barangka Ibaba,2015-01-31,2015,2,moving_avg_6,0.000000
Barangka Ibaba,2015-02-28,2015,3,actual,0.000000
Barangka Ibaba,2015-02-28,2015,3,fitted,0.033519
Barangka Ibaba,2015-02-28,2015,3,moving_avg_6,0.000000
Barangka Ibaba,2015-03-31,2015,4,actual,0.000000
Barangka Ibaba,2015-03-31,2015,4,fitted,0.032594
Barangka Ibaba,2015-03-31,2015,4,moving_avg_6,0.000000
Barangka Ibaba,2015-04-30,2015,5,actual,0.000000
Barangka Ibaba,2015-04-30,2015,5,fitted,0.031732
Barangka Ibaba,2015-04-30,2015,5,moving_avg_6,0.000000
Barangka Ibaba,2015-05-31,2015,6,actual,0.000000
Barangka Ibaba,2015-05-31,2015,6,fitted,0.030875
Barangka Ibaba,2015-05-31,2015,6,moving_avg_6,0.000000
Barangka Ibaba,2015-06-30,2015,7,actual,0.000000
Barangka Ibaba,2015-06-30,2015,7,fitted,0.030070
Barangka Ibaba,2015-06-30,2015,7,moving_avg_6,0.000000
Barangka Ibaba,2015-07-31,2015,8,actual,0.000000
Barangka Ibaba,2015-07-31,2015,8,fitted,0.029301
Barangka Ibaba,2015-07-31,2015,8,moving_avg_6,0.000000
Barangka Ibaba,2015-08-31,2015,9,actual,0.000000
Barangka Ibaba,2015-08-31,2015,9,fitted,0.014730
Barangka Ibaba,2015-08-31,2015,9,moving_avg_6,0.000000
Barangka Ibaba,2015-09-30,2015,10,actual,0.000000
Barangka Ibaba,2015-09-30,2015,10,fitted,0.026491
Barangka Ibaba,2015-09-30,2015,10,moving_avg_6,0.000000
Barangka Ibaba,2015-10-31,2015,11,actual,0.000000
Barangka Ibaba,2015-10-31,2015,11,fitted,0.013732
Barangka Ibaba,2015-10-31,2015,11,moving_avg_6,0.000000
Barangka Ibaba,2015-11-30,2015,12,actual,0.000000
Barangka Ibaba,2015-11-30,2015,12,fitted,0.025516
Barangka Ibaba,2015-11-30,2015,12,moving_avg_6,0.000000
Barangka Ibaba,2015-12-31,2016,1,actual,1.000000
Barangka Ibaba,2015-12-31,2016,1,fitted,0.026619
Barangka Ibaba,2015-12-31,2016,1,moving_avg_6,0.166667
Barangka Ibaba,2016-01-31,2016,2,actual,0.000000
Barangka Ibaba,2016-01-31,2016,2,fitted,-0.042543
Barangka Ibaba,2016-01-31,2016,2,moving_avg_6,0.166667
Barangka Ibaba,2016-02-29,2016,3,actual,0.000000
Barangka Ibaba,2016-02-29,2016,3,fitted,0.043515
Barangka Ibaba,2016-02-29,2016,3,moving_avg_6,0.166667
Barangka Ibaba,2016-03-31,2016,4,actual,0.000000
