Barangay,Year,Month,Date,Predicted_Cases,Lower_Bound,Upper_Bound,Risk_Level,Model_Used
Hagdang Bato Libis,2026,6,2026-06-01,0.090795,-0.278227,0.648487,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hagdang Bato Libis,2026,7,2026-07-01,0.090855,-0.278244,0.648708,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hagdang Bato Libis,2026,8,2026-08-01,0.090863,-0.278295,0.648847,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hagdang Bato Libis,2026,9,2026-09-01,0.090828,-0.278374,0.648923,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hagdang Bato Libis,2026,10,2026-10-01,0.090862,-0.278408,0.649103,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2025,10,2025-10-01,0.067650,-0.269073,0.559493,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2025,11,2025-11-01,0.067655,-0.269069,0.559501,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2025,12,2025-12-01,0.067656,-0.269069,0.559501,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,1,2026-01-01,0.067631,-0.269085,0.559465,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,2,2026-02-01,0.067656,-0.269068,0.559501,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,3,2026-03-01,0.067656,-0.269068,0.559501,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,4,2026-04-01,0.067598,-0.269108,0.559417,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,5,2026-05-01,0.067597,-0.269108,0.559416,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,6,2026-06-01,0.066803,-0.269652,0.558256,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,7,2026-07-01,0.067450,-0.269206,0.559194,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,8,2026-08-01,0.067542,-0.269143,0.559328,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,9,2026-09-01,0.067564,-0.269128,0.559359,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Harapin ang Bukas,2026,10,2026-10-01,0.067569,-0.269124,0.559366,Very Low,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2025,10,2025-10-01,0.512148,-0.361621,2.581872,Medium,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2025,11,2025-11-01,0.510277,-0.365536,2.595063,Medium,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2025,12,2025-12-01,0.410109,-0.420961,2.433977,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,1,2026-01-01,0.443526,-0.408967,2.525633,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,2,2026-02-01,0.452660,-0.409667,2.574633,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,3,2026-03-01,0.456377,-0.411486,2.604049,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,4,2026-04-01,0.434587,-0.423867,2.572163,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,5,2026-05-01,0.455755,-0.418831,2.646487,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,6,2026-06-01,0.455317,-0.422467,2.667236,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,7,2026-07-01,0.434944,-0.433910,2.637344,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,8,2026-08-01,0.435196,-0.437132,2.659450,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,9,2026-09-01,0.434932,-0.440515,2.680223,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Highway Hills,2026,10,2026-10-01,0.455632,-0.435731,2.755063,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2025,10,2025-10-01,0.393903,-0.480488,2.739980,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2025,11,2025-11-01,0.406760,-0.478295,2.793282,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2025,12,2025-12-01,0.399604,-0.483509,2.792694,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,1,2026-01-01,0.403103,-0.484348,2.817878,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,2,2026-02-01,0.403124,-0.486791,2.836165,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,3,2026-03-01,0.403154,-0.489212,2.854520,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,4,2026-04-01,0.402705,-0.491785,2.871553,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,5,2026-05-01,0.402716,-0.494168,2.889851,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,6,2026-06-01,0.402717,-0.496532,2.908122,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,7,2026-07-01,0.403155,-0.498718,2.927622,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,8,2026-08-01,0.402707,-0.501200,2.944643,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,9,2026-09-01,0.403038,-0.503383,2.963854,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Hulo,2026,10,2026-10-01,0.402460,-0.505867,2.980496,Low-Moderate,SARIMAX(1, 1, 1)(1, 0, 1, 12)
Mabini J. Rizal,2025,10,2025-10-01,0.039711,-0.339351,0.636267,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2025,11,2025-11-01,0.046911,-0.334771,0.647588,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2025,12,2025-12-01,0.039257,-0.339630,0.635531,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2026,1,2026-01-01,0.039033,-0.339768,0.635165,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2026,2,2026-02-01,0.038809,-0.339905,0.634803,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2026,3,2026-03-01,0.038587,-0.340042,0.634442,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2026,4,2026-04-01,0.038127,-0.340330,0.633707,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
Mabini J. Rizal,2026,5,2026-05-01,0.038147,-0.340313,0.633727,Very Low,SARIMAX(1, 0, 1)(1, 0, 1, 12)
