id,barangay,record_type,date,value,created_at,updated_at
5754,"Wack-wack Greenhills","forecast","""2025-10-31T16:00:00.000Z""","0.422",,
5755,"Wack-wack Greenhills","forecast","""2025-11-30T16:00:00.000Z""","0.3",,
5756,"Wack-wack Greenhills","forecast","""2025-12-31T16:00:00.000Z""","0.657",,
5757,"Wack-wack Greenhills","forecast","""2026-01-31T16:00:00.000Z""","0.267",,
5758,"Wack-wack Greenhills","forecast","""2026-02-28T16:00:00.000Z""","0.515",,
5759,"Wack-wack Greenhills","forecast","""2026-03-31T16:00:00.000Z""","0.098",,
5760,"Wack-wack Greenhills","forecast","""2026-04-30T16:00:00.000Z""","0.244",,
727,"Barangka Ilaya","actual","""2023-06-30T16:00:00.000Z""","1",,
728,"Barangka Drive","actual","""2023-02-28T16:00:00.000Z""","1",,
729,"Bagong Silang","actual","""2013-02-28T16:00:00.000Z""","1",,
5761,"Wack-wack Greenhills","forecast","""2026-05-31T16:00:00.000Z""","0.2",,
5762,"Wack-wack Greenhills","forecast","""2026-06-30T16:00:00.000Z""","0.245",,
5763,"Wack-wack Greenhills","forecast","""2026-07-31T16:00:00.000Z""","0.301",,
733,"New Zañiga","actual","""2020-10-31T16:00:00.000Z""","1",,
5764,"Wack-wack Greenhills","forecast","""2026-08-31T16:00:00.000Z""","0.294",,
650,"Addition Hills","actual","""2022-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
651,"Addition Hills","actual","""2018-09-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
652,"Poblacion","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
738,"Poblacion","actual","""2014-12-31T16:00:00.000Z""","1",,
653,"San Jose","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
654,"Hulo","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
655,"Highway Hills","actual","""2023-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
742,"Wack-Wack Greenhills","actual","""2011-01-31T16:00:00.000Z""","1",,
656,"Plainview","actual","""2014-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
657,"Harapin ang Bukas","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
658,"Malamig","actual","""2018-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
660,"Hulo","actual","""2012-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
659,"Highway Hills","actual","""2016-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
662,"Vergara","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
661,"Plainview","actual","""2017-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
663,"Malamig","actual","""2016-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
751,"Wack-Wack Greenhills","actual","""2012-03-31T16:00:00.000Z""","2",,
752,"New Zañiga","actual","""2015-08-31T16:00:00.000Z""","3",,
666,"Barangka Ilaya","actual","""2012-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
667,"San Jose","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
755,"Wack-Wack Greenhills","actual","""2020-05-31T16:00:00.000Z""","2",,
668,"Mauway","actual","""2020-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
669,"Burol","actual","""2012-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
671,"Hulo","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
766,"Bagong Silang","actual","""2024-07-31T16:00:00.000Z""","1",,
787,"Wack-Wack Greenhills","actual","""2015-02-28T16:00:00.000Z""","1",,
791,"Poblacion","actual","""2010-11-30T16:00:00.000Z""","1",,
793,"Wack-Wack Greenhills","actual","""2023-02-28T16:00:00.000Z""","1",,
794,"New Zañiga","actual","""2018-04-30T16:00:00.000Z""","2",,
799,"Wack-Wack Greenhills","actual","""2016-09-30T16:00:00.000Z""","2",,
803,"Highway Hills","actual","""2024-10-31T16:00:00.000Z""","1",,
672,"Mauway","actual","""2016-02-29T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
807,"Old Zañiga","actual","""2012-02-29T16:00:00.000Z""","1",,
673,"Poblacion","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
674,"Barangka Drive","actual","""2023-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
675,"Highway Hills","actual","""2013-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
811,"Hulo","actual","""2023-06-30T16:00:00.000Z""","1",,
676,"Namayan","actual","""2016-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
677,"Barangka Drive","actual","""2016-08-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
679,"Vergara","actual","""2012-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
815,"Highway Hills","actual","""2024-06-30T16:00:00.000Z""","1",,
680,"Plainview","actual","""2011-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
682,"Malamig","actual","""2014-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
683,"Addition Hills","actual","""2012-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
684,"Mauway","actual","""2013-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
686,"Plainview","actual","""2020-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
827,"Old Zañiga","actual","""2013-09-30T16:00:00.000Z""","1",,
828,"New Zañiga","actual","""2014-04-30T16:00:00.000Z""","2",,
830,"Old Zañiga","actual","""2014-03-31T16:00:00.000Z""","1",,
833,"Wack-Wack Greenhills","actual","""2018-06-30T16:00:00.000Z""","1",,
835,"New Zañiga","actual","""2014-02-28T16:00:00.000Z""","1",,
837,"Wack-Wack Greenhills","actual","""2017-07-31T16:00:00.000Z""","1",,
687,"Bagong Silang","actual","""2018-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
688,"Plainview","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
689,"Mabini J. Rizal","actual","""2018-11-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
838,"Barangka Ilaya","actual","""2022-09-30T16:00:00.000Z""","1",,
690,"Daang Bakal","actual","""2011-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
691,"Barangka Ilaya","actual","""2016-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
706,"Pleasant Hills","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
712,"Hagdang Bato Itaas","actual","""2012-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
722,"Plainview","actual","""2022-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2011,"Wack-wack Greenhills","actual","""2013-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
848,"New Zañiga","actual","""2011-12-31T16:00:00.000Z""","1",,
723,"Barangka Drive","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
724,"Hulo","actual","""2015-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
725,"Addition Hills","actual","""2015-03-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
726,"Malamig","actual","""2012-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
730,"Barangka Ilaya","actual","""2020-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2018,"Wack-wack Greenhills","actual","""2015-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
731,"Hulo","actual","""2023-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2020,"San Jose","actual","""2024-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
857,"Buayang Bato","actual","""2011-02-28T16:00:00.000Z""","1",,
732,"Barangka Drive","actual","""2011-05-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
734,"Addition Hills","actual","""2017-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2023,"Pag-asa","actual","""2018-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
735,"Vergara","actual","""2016-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
736,"Hulo","actual","""2018-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
737,"Bagong Silang","actual","""2013-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
739,"Hulo","actual","""2018-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
740,"Barangka Itaas","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
741,"Poblacion","actual","""2010-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
743,"Addition Hills","actual","""2011-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
744,"Barangka Itaas","actual","""2019-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
745,"Barangka Itaas","actual","""2013-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
870,"Wack-Wack Greenhills","actual","""2017-08-31T16:00:00.000Z""","1",,
746,"Malamig","actual","""2017-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
747,"Plainview","actual","""2015-03-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
748,"Addition Hills","actual","""2019-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
749,"Highway Hills","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
750,"Plainview","actual","""2014-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2038,"New Zaniga","actual","""2024-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
753,"Barangka Drive","actual","""2016-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2040,"Wack-wack Greenhills","actual","""2016-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2041,"Old Zaniga","actual","""2013-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
880,"Wack-Wack Greenhills","actual","""2024-04-30T16:00:00.000Z""","1",,
2042,"Wack-wack Greenhills","actual","""2014-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
754,"Buayang Bato","actual","""2011-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2044,"Wack-wack Greenhills","actual","""2023-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
756,"Barangka Ilaya","actual","""2019-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
760,"Plainview","actual","""2014-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
757,"Addition Hills","actual","""2019-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
758,"Mauway","actual","""2018-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
759,"Highway Hills","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
889,"Old Zañiga","actual","""2011-11-30T16:00:00.000Z""","1",,
761,"Daang Bakal","actual","""2014-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
762,"Plainview","actual","""2013-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
763,"Buayang Bato","actual","""2010-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2055,"Wack-wack Greenhills","actual","""2024-07-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
765,"Barangka Drive","actual","""2011-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
767,"Plainview","actual","""2011-08-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
768,"Hagdang Bato Libis","actual","""2019-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
769,"Hagdang Bato Libis","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
770,"Plainview","actual","""2018-01-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
771,"Poblacion","actual","""2017-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
772,"Addition Hills","actual","""2016-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
773,"Hagdang Bato Itaas","actual","""2012-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
796,"Mabini J. Rizal","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
797,"Addition Hills","actual","""2013-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
798,"Buayang Bato","actual","""2019-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
800,"Burol","actual","""2017-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
801,"Plainview","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
802,"Malamig","actual","""2012-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
909,"Pag-asa","actual","""2023-01-31T16:00:00.000Z""","1",,
2087,"New Zaniga","actual","""2018-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
911,"New Zañiga","actual","""2016-06-30T16:00:00.000Z""","1",,
804,"Plainview","actual","""2016-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
805,"Vergara","actual","""2020-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
806,"Barangka Drive","actual","""2019-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
808,"Mauway","actual","""2021-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
809,"Malamig","actual","""2019-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
810,"Mauway","actual","""2017-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2094,"Old Zaniga","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
812,"Barangka Ilaya","actual","""2020-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
813,"Plainview","actual","""2017-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
814,"Hulo","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
816,"Barangka Ilaya","actual","""2018-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
817,"Highway Hills","actual","""2020-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
818,"Pag-asa","actual","""2015-11-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
819,"Highway Hills","actual","""2018-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
820,"Plainview","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
821,"Vergara","actual","""2018-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
822,"Mauway","actual","""2017-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
823,"Hagdang Bato Libis","actual","""2021-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
824,"Poblacion","actual","""2012-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2106,"Wack-wack Greenhills","actual","""2013-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
825,"Addition Hills","actual","""2023-06-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
935,"Wack-Wack Greenhills","actual","""2015-11-30T16:00:00.000Z""","1",,
826,"Addition Hills","actual","""2013-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
937,"Wack-Wack Greenhills","actual","""2020-02-29T16:00:00.000Z""","1",,
829,"Highway Hills","actual","""2013-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
831,"Mauway","actual","""2012-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2111,"Barangka Ilaya","actual","""2024-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2112,"New Zaniga","actual","""2015-08-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
832,"San Jose","actual","""2022-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
834,"Addition Hills","actual","""2020-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
944,"Old Zañiga","actual","""2018-05-31T16:00:00.000Z""","1",,
945,"New Zañiga","actual","""2023-10-31T16:00:00.000Z""","1",,
836,"Plainview","actual","""2012-08-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
947,"Pag-asa","actual","""2018-11-30T16:00:00.000Z""","1",,
839,"Namayan","actual","""2016-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
959,"Addition Hills","actual","""2024-05-31T16:00:00.000Z""","1",,
774,"Plainview","actual","""2011-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
775,"Barangka Itaas","actual","""2018-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
963,"New Zañiga","actual","""2014-09-30T16:00:00.000Z""","1",,
776,"Plainview","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
777,"Buayang Bato","actual","""2013-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
966,"Wack-Wack Greenhills","actual","""2013-12-31T16:00:00.000Z""","1",,
840,"Addition Hills","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
968,"Wack-Wack Greenhills","actual","""2024-09-30T16:00:00.000Z""","1",,
841,"Highway Hills","actual","""2023-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
842,"Plainview","actual","""2019-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2120,"Wack-wack Greenhills","actual","""2015-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
843,"Plainview","actual","""2009-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
844,"Barangka Ilaya","actual","""2021-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2123,"New Zaniga","actual","""2011-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2124,"Bagong Silang","actual","""2013-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
846,"Barangka Itaas","actual","""2011-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
845,"Buayang Bato","actual","""2017-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
978,"New Zañiga","actual","""2014-08-31T16:00:00.000Z""","1",,
847,"Daang Bakal","actual","""2015-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
849,"Plainview","actual","""2013-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
850,"Malamig","actual","""2016-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
851,"Highway Hills","actual","""2015-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
983,"Old Zañiga","actual","""2012-09-30T16:00:00.000Z""","1",,
852,"Daang Bakal","actual","""2014-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
985,"Wack-Wack Greenhills","actual","""2021-05-31T16:00:00.000Z""","1",,
853,"Mabini J. Rizal","actual","""2018-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
854,"Pleasant Hills","actual","""2016-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2135,"Wack-wack Greenhills","actual","""2022-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
989,"Highway Hills","actual","""2024-05-31T16:00:00.000Z""","1",,
855,"Highway Hills","actual","""2012-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
856,"Vergara","actual","""2011-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
992,"New Zañiga","actual","""2015-11-30T16:00:00.000Z""","2",,
993,"New Zañiga","actual","""2018-09-30T16:00:00.000Z""","1",,
858,"Barangka Ilaya","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
859,"Barangka Drive","actual","""2022-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
860,"Malamig","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2141,"Wack-wack Greenhills","actual","""2013-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
861,"Addition Hills","actual","""2022-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
862,"Vergara","actual","""2018-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1000,"Wack-Wack Greenhills","actual","""2013-10-31T16:00:00.000Z""","1",,
863,"Namayan","actual","""2013-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
864,"Barangka Ilaya","actual","""2023-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
865,"Daang Bakal","actual","""2021-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
866,"Daang Bakal","actual","""2020-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
867,"Addition Hills","actual","""2019-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2149,"Wack-wack Greenhills","actual","""2012-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1007,"New Zañiga","actual","""2016-03-31T16:00:00.000Z""","1",,
1008,"Wack-Wack Greenhills","actual","""2017-12-31T16:00:00.000Z""","3",,
868,"Pag-asa","actual","""2023-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
869,"Buayang Bato","actual","""2018-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
871,"Malamig","actual","""2016-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
872,"Addition Hills","actual","""2024-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
873,"Mabini J. Rizal","actual","""2023-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1014,"Wack-Wack Greenhills","actual","""2012-09-30T16:00:00.000Z""","1",,
1015,"Old Zañiga","actual","""2017-08-31T16:00:00.000Z""","1",,
874,"Highway Hills","actual","""2011-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
875,"San Jose","actual","""2020-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
876,"Plainview","actual","""2013-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
878,"Hulo","actual","""2014-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1020,"Wack-Wack Greenhills","actual","""2011-07-31T16:00:00.000Z""","1",,
877,"Addition Hills","actual","""2024-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
879,"Hulo","actual","""2014-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
881,"Addition Hills","actual","""2018-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
882,"Hulo","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
883,"Addition Hills","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1026,"New Zañiga","actual","""2016-08-31T16:00:00.000Z""","1",,
886,"San Jose","actual","""2023-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
887,"Mauway","actual","""2018-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
888,"Pag-asa","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
891,"Poblacion","actual","""2012-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
890,"Plainview","actual","""2019-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
892,"Plainview","actual","""2016-09-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
893,"Poblacion","actual","""2016-03-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
894,"Plainview","actual","""2024-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
895,"Barangka Drive","actual","""2021-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
896,"Hagdang Bato Libis","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1037,"Old Zañiga","actual","""2011-08-31T16:00:00.000Z""","1",,
1038,"Old Zañiga","actual","""2013-07-31T16:00:00.000Z""","1",,
897,"Mabini J. Rizal","actual","""2023-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
899,"Daang Bakal","actual","""2012-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
898,"Barangka Ibaba","actual","""2019-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
900,"Addition Hills","actual","""2020-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
901,"Daang Bakal","actual","""2024-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
902,"Barangka Drive","actual","""2017-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2181,"Wack-wack Greenhills","actual","""2014-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
903,"Barangka Itaas","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
904,"Plainview","actual","""2020-02-29T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
905,"Barangka Itaas","actual","""2014-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1049,"Plainview","actual","""2024-06-30T16:00:00.000Z""","1",,
1050,"Wack-Wack Greenhills","actual","""2014-06-30T16:00:00.000Z""","1",,
906,"Burol","actual","""2012-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
907,"Highway Hills","actual","""2017-07-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
908,"Barangka Itaas","actual","""2015-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
