id,barangay,record_type,date,value,created_at,updated_at
1117,"Barangka Drive","actual","""2012-08-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2400,"New Zaniga","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1118,"Addition Hills","actual","""2017-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1120,"Barangka Ilaya","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1119,"Plainview","actual","""2016-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1121,"Malamig","actual","""2022-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1122,"Plainview","actual","""2022-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1123,"Barangka Ilaya","actual","""2014-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1124,"Pleasant Hills","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1370,"Old Zañiga","actual","""2017-07-31T16:00:00.000Z""","1",,
1125,"Plainview","actual","""2011-11-30T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1126,"Daang Bakal","actual","""2015-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1127,"Hagdang Bato Libis","actual","""2020-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1374,"San Jose","actual","""2024-09-30T16:00:00.000Z""","1",,
1128,"Hulo","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1130,"Vergara","actual","""2013-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1129,"Plainview","actual","""2016-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1131,"Barangka Ilaya","actual","""2021-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1132,"Harapin ang Bukas","actual","""2014-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1134,"Addition Hills","actual","""2012-07-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1133,"Mauway","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1135,"San Jose","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1138,"Addition Hills","actual","""2016-10-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1139,"Namayan","actual","""2015-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1140,"Plainview","actual","""2024-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1141,"Hulo","actual","""2014-06-30T16:00:00.000Z""","6",,"""2025-10-27T01:52:24.405Z"""
1387,"Addition Hills","actual","""2010-11-30T16:00:00.000Z""","1",,
1143,"Hulo","actual","""2010-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1142,"Barangka Drive","actual","""2017-11-30T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1390,"Highway Hills","actual","""2010-11-30T16:00:00.000Z""","1",,
2425,"Old Zaniga","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2426,"Barangka Ilaya","actual","""2024-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2427,"New Zaniga","actual","""2014-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1144,"Bagong Silang","actual","""2022-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1145,"Pag-asa","actual","""2015-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1146,"Highway Hills","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1397,"Barangka Drive","actual","""2015-08-31T16:00:00.000Z""","1",,
1147,"Highway Hills","actual","""2012-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1150,"Addition Hills","actual","""2012-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2433,"New Zaniga","actual","""2011-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1148,"Plainview","actual","""2019-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1149,"Hulo","actual","""2016-03-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
2436,"New Zaniga","actual","""2014-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1152,"Hulo","actual","""2013-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1151,"Hagdang Bato Libis","actual","""2018-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2438,"New Zaniga","actual","""2016-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1153,"Highway Hills","actual","""2011-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1154,"Daang Bakal","actual","""2022-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1155,"Hulo","actual","""2014-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1156,"Vergara","actual","""2020-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1411,"Highway Hills","actual","""2016-08-31T16:00:00.000Z""","1",,
1157,"Pleasant Hills","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1158,"Mauway","actual","""2011-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1162,"Hulo","actual","""2016-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1164,"Barangka Drive","actual","""2015-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1417,"Addition Hills","actual","""2023-08-31T16:00:00.000Z""","1",,
1163,"Buayang Bato","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1166,"Hulo","actual","""2021-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2450,"Wack-wack Greenhills","actual","""2018-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1167,"Mauway","actual","""2013-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2452,"Wack-wack Greenhills","actual","""2023-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1168,"Vergara","actual","""2016-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1169,"Hulo","actual","""2011-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1170,"Mauway","actual","""2013-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1426,"Wack-Wack Greenhills","actual","""2013-09-30T16:00:00.000Z""","2",,
1171,"Addition Hills","actual","""2013-03-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1428,"Addition Hills","actual","""2021-09-30T16:00:00.000Z""","1",,
1172,"Poblacion","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1174,"San Jose","actual","""2011-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1431,"Highway Hills","actual","""2024-11-30T16:00:00.000Z""","1",,
1176,"Plainview","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2460,"Wack-wack Greenhills","actual","""2021-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1434,"Wack-Wack Greenhills","actual","""2010-12-31T16:00:00.000Z""","1",,
1441,"Hulo","actual","""2023-08-31T16:00:00.000Z""","1",,
786,"Plainview","actual","""2017-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
788,"Hulo","actual","""2019-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1450,"Old Zañiga","actual","""2015-04-30T16:00:00.000Z""","1",,
789,"Mauway","actual","""2015-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
790,"Malamig","actual","""2021-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
792,"Hagdang Bato Libis","actual","""2021-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
795,"Highway Hills","actual","""2015-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2461,"New Zaniga","actual","""2018-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1456,"Wack-Wack Greenhills","actual","""2019-09-30T16:00:00.000Z""","1",,
1178,"Hulo","actual","""2013-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1181,"Plainview","actual","""2015-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1182,"Barangka Ilaya","actual","""2015-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1180,"Barangka Ibaba","actual","""2021-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1184,"Highway Hills","actual","""2015-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
5021,"Daang Bakal","actual","""2025-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1185,"Burol","actual","""2013-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2468,"Barangka Ilaya","actual","""2023-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2469,"Wack-wack Greenhills","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1187,"Hagdang Bato Libis","actual","""2013-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1189,"Barangka Drive","actual","""2013-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1190,"Hulo","actual","""2012-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1188,"Plainview","actual","""2017-05-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1472,"Wack-Wack Greenhills","actual","""2017-10-31T16:00:00.000Z""","2",,
2473,"Wack-wack Greenhills","actual","""2010-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2474,"New Zaniga","actual","""2022-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1191,"Barangka Itaas","actual","""2013-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1192,"Hulo","actual","""2012-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1193,"Highway Hills","actual","""2020-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1194,"Barangka Itaas","actual","""2022-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1195,"Plainview","actual","""2020-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1480,"Wack-Wack Greenhills","actual","""2016-08-31T16:00:00.000Z""","1",,
1196,"Highway Hills","actual","""2019-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2481,"Wack-wack Greenhills","actual","""2024-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1198,"Malamig","actual","""2022-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1484,"Wack-Wack Greenhills","actual","""2012-12-31T16:00:00.000Z""","2",,
1199,"Barangka Ibaba","actual","""2022-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1200,"Barangka Ilaya","actual","""2020-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1201,"Hagdang Bato Itaas","actual","""2009-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1202,"Harapin ang Bukas","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1203,"San Jose","actual","""2018-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1490,"Wack-Wack Greenhills","actual","""2015-03-31T16:00:00.000Z""","1",,
2487,"Buayang Bato","actual","""2011-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2488,"Plainview","actual","""2023-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1204,"Barangka Ilaya","actual","""2010-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2490,"Wack-wack Greenhills","actual","""2010-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2491,"Wack-wack Greenhills","actual","""2012-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1496,"Wack-Wack Greenhills","actual","""2012-02-29T16:00:00.000Z""","2",,
1205,"Plainview","actual","""2011-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2493,"Wack-wack Greenhills","actual","""2020-02-29T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1206,"Plainview","actual","""2015-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1500,"Wack-Wack Greenhills","actual","""2012-04-30T16:00:00.000Z""","2",,
1207,"Plainview","actual","""2013-08-31T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1208,"Plainview","actual","""2011-06-30T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1210,"Burol","actual","""2012-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1212,"Harapin ang Bukas","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1216,"Vergara","actual","""2014-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1218,"Pleasant Hills","actual","""2011-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1219,"Pag-asa","actual","""2013-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2505,"Old Zaniga","actual","""2017-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1220,"Barangka Ilaya","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1221,"Barangka Drive","actual","""2018-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1222,"Hagdang Bato Itaas","actual","""2018-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1224,"Barangka Ibaba","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1223,"Daang Bakal","actual","""2019-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1515,"Wack-Wack Greenhills","actual","""2011-10-31T16:00:00.000Z""","1",,
1225,"Barangka Ilaya","actual","""2023-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1226,"Hulo","actual","""2017-05-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1228,"Addition Hills","actual","""2015-07-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1519,"Old Zañiga","actual","""2017-06-30T16:00:00.000Z""","1",,
1520,"New Zañiga","actual","""2017-01-31T16:00:00.000Z""","1",,
1227,"Plainview","actual","""2022-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1230,"Barangka Drive","actual","""2015-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1229,"Plainview","actual","""2017-08-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1231,"Highway Hills","actual","""2017-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1232,"Mabini J. Rizal","actual","""2017-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2518,"Addition Hills","actual","""2025-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2519,"Wack-wack Greenhills","actual","""2012-12-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1234,"Barangka Drive","actual","""2017-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1237,"Mauway","actual","""2011-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1532,"New Zañiga","actual","""2011-10-31T16:00:00.000Z""","1",,
1235,"Hulo","actual","""2023-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1236,"Barangka Itaas","actual","""2018-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1238,"Plainview","actual","""2016-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1239,"San Jose","actual","""2019-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1241,"Addition Hills","actual","""2015-05-31T16:00:00.000Z""","5",,"""2025-10-27T01:52:24.405Z"""
1539,"Wack-Wack Greenhills","actual","""2022-11-30T16:00:00.000Z""","1",,
1540,"New Zañiga","actual","""2022-09-30T16:00:00.000Z""","1",,
1240,"Poblacion","actual","""2020-04-30T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
1542,"Old Zañiga","actual","""2023-04-30T16:00:00.000Z""","1",,
2528,"Old Zaniga","actual","""2011-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1243,"Hulo","actual","""2020-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2530,"Barangka Ibaba","actual","""2023-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1244,"Barangka Drive","actual","""2016-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1547,"Highway Hills","actual","""2010-02-28T16:00:00.000Z""","1",,
1548,"Wack-Wack Greenhills","actual","""2011-06-30T16:00:00.000Z""","1",,
2532,"Old Zaniga","actual","""2013-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1245,"Hulo","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1551,"New Zañiga","actual","""2011-11-30T16:00:00.000Z""","1",,
1246,"Highway Hills","actual","""2016-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1247,"Highway Hills","actual","""2022-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2536,"Wack-wack Greenhills","actual","""2012-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1557,"Wack-Wack Greenhills","actual","""2021-04-30T16:00:00.000Z""","1",,
1568,"Wack-Wack Greenhills","actual","""2015-12-31T16:00:00.000Z""","1",,
1928,"Wack-wack Greenhills","actual","""2016-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1571,"Old Zañiga","actual","""2017-04-30T16:00:00.000Z""","1",,
1931,"Bagong Silang","actual","""2024-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1573,"Wack-Wack Greenhills","actual","""2015-04-30T16:00:00.000Z""","1",,
1932,"Wack-wack Greenhills","actual","""2014-02-28T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1941,"New Zaniga","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1576,"Old Zañiga","actual","""2015-08-31T16:00:00.000Z""","1",,
1577,"New Zañiga","actual","""2018-02-28T16:00:00.000Z""","1",,
1946,"Wack-wack Greenhills","actual","""2012-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1947,"Wack-wack Greenhills","actual","""2017-12-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1951,"New Zaniga","actual","""2023-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1956,"Plainview","actual","""2024-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1959,"Wack-wack Greenhills","actual","""2017-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1965,"Wack-wack Greenhills","actual","""2015-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1584,"Wack-Wack Greenhills","actual","""2016-01-31T16:00:00.000Z""","1",,
1972,"New Zaniga","actual","""2014-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1983,"Wack-wack Greenhills","actual","""2012-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1985,"Old Zaniga","actual","""2015-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
707,"Hulo","actual","""2017-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
708,"Hulo","actual","""2016-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
709,"Hulo","actual","""2015-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1591,"San Jose","actual","""2023-09-30T16:00:00.000Z""","1",,
1592,"New Zañiga","actual","""2023-02-28T16:00:00.000Z""","1",,
710,"Barangka Ilaya","actual","""2013-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
711,"Addition Hills","actual","""2012-05-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
713,"Addition Hills","actual","""2015-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
714,"Plainview","actual","""2015-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
715,"Barangka Drive","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2000,"New Zaniga","actual","""2014-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1599,"Barangka Drive","actual","""2012-07-31T16:00:00.000Z""","1",,
2002,"Wack-wack Greenhills","actual","""2012-02-29T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2003,"San Jose","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1602,"New Zañiga","actual","""2011-01-31T16:00:00.000Z""","1",,
717,"Namayan","actual","""2012-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
719,"Hulo","actual","""2010-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
718,"Highway Hills","actual","""2024-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
720,"Plainview","actual","""2014-12-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
721,"Vergara","actual","""2011-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
764,"Hulo","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2054,"Wack-wack Greenhills","actual","""2016-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
884,"Highway Hills","actual","""2016-10-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
885,"Barangka Ilaya","actual","""2014-02-28T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
2224,"Wack-wack Greenhills","actual","""2012-08-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
998,"Addition Hills","actual","""2022-12-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
999,"Hulo","actual","""2016-07-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1001,"Highway Hills","actual","""2016-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1002,"Mabini J. Rizal","actual","""2024-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1003,"Plainview","actual","""2019-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1004,"Harapin ang Bukas","actual","""2017-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1104,"Mauway","actual","""2014-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1108,"Barangka Ibaba","actual","""2013-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1209,"Hulo","actual","""2018-08-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
1211,"Barangka Ilaya","actual","""2011-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1248,"Mabini J. Rizal","actual","""2015-11-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2538,"Wack-wack Greenhills","actual","""2015-09-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1250,"Mauway","actual","""2014-04-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
2540,"Wack-wack Greenhills","actual","""2021-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1301,"Plainview","actual","""2018-11-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1302,"Hulo","actual","""2015-08-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1303,"Highway Hills","actual","""2020-07-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1304,"Barangka Ilaya","actual","""2022-02-28T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2595,"Wack-wack Greenhills","actual","""2023-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1306,"Mauway","actual","""2014-06-30T16:00:00.000Z""","4",,"""2025-10-27T01:52:24.405Z"""
2597,"Wack-wack Greenhills","actual","""2018-06-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1307,"Barangka Itaas","actual","""2024-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1309,"Addition Hills","actual","""2024-03-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1310,"Plainview","actual","""2011-04-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1311,"Harapin ang Bukas","actual","""2018-05-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1312,"Pag-asa","actual","""2015-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1313,"Mabini J. Rizal","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1314,"Addition Hills","actual","""2016-01-31T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1316,"Barangka Drive","actual","""2016-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1318,"Highway Hills","actual","""2011-10-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1317,"Addition Hills","actual","""2020-06-30T16:00:00.000Z""","2",,"""2025-10-27T01:52:24.405Z"""
1320,"Bagong Silang","actual","""2019-09-30T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
2610,"Barangka Ilaya","actual","""2023-03-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1324,"Pleasant Hills","actual","""2014-01-31T16:00:00.000Z""","1",,"""2025-10-27T01:52:24.405Z"""
1322,"Addition Hills","actual","""2024-01-31T16:00:00.000Z""","3",,"""2025-10-27T01:52:24.405Z"""
