id,address,latitude,longitude,type_color,created_at,location,barangay_id,is_operational,static_pressure,remarks
145,"9 DE PEBRERO COR LAUREL ST., BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.586653,121.043218,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E61000004E266E15C4425E40593332C85D2C2D40",16,false,,"No supply of water"
146,"411 SHAW, BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.589547,121.0401,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E6100000742497FF90425E40EAE8B81AD92D2D40",16,true,50,"Lower operating stem nut was already worn out and can no longer be turned by the hydrant key"
147,"212 JAIME CARDINAL SIN ST, BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.588666,121.040145,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E6100000448655BC91425E40C68844A1652D2D40",16,true,50,
148,"843 TORRES ST, BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.59223,121.039305,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E61000006F641EF983425E40906B43C5382F2D40",16,true,50,
149,"A MABINI SHAW BLVD, BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.589192,121.042092,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E610000016DBA4A2B1425E403221E692AA2D2D40",16,false,,"Low water pressure"
150,"CORRECTIONAL ROAD, BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.58295,121.0385,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E61000005839B4C876425E400A68226C782A2D40",16,false,,"Hydrant was already disabled"
151,"RR1 BUILDING, 811 SOTERO LAUREL ST., COR MC COLOUGH ST., BRGY PLEASANT HILLS, MANDALUYONG CITY",14.588927,121.044938,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E61000004016A243E0425E407976F9D6872D2D40",16,true,50,
152,"CORRECTIONAL ROAD, BARANGAY PLEASANT HILLS, MANDALUYONG CITY",14.582155,121.037784,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E6100000F913950D6B425E40E0675C38102A2D40",16,true,45,
153,"24 M. YULO ST, BARANGAY HAGDANG BATO LIBIS, MANDALUYONG CITY",14.591003,121.033564,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E6100000AB949EE925425E4000ADF9F1972E2D40",24,true,50,
154,"333 A. BONIFACIO, BARANGAY HAGDANG BATO LIBIS, MANDALUYONG CITY",14.588618,121.033018,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E61000007A8B87F71C425E4082ACA7565F2D2D40",24,false,,"Loose thread"
155,"309 ACACIA LANE, BARANGAY HAGDANG BATO LIBIS, MANDALUYONG CITY",14.58868,121.035563,"BARREL/YELLOW","""2025-06-25T06:45:54.006Z""","0101000020E6100000A67C08AA46425E405A9E0777672D2D40",24,true,60,
57,"AGLIPAY ST. CORNER DE VENENCIA ST., BRGY. OLD ZANIGA, MANDALUYONG CITY",14.584226,121.025165,"BARREL/YELLOW","""2025-06-25T06:36:03.524Z""","0101000020E61000003F00A94D9C415E401FF296AB1F2B2D40",25,true,,
