Barangay,Year,Month,Forecast_Month,Predicted_Cases,Lower_Bound,Upper_Bound,Risk_Level,Risk_Flag,Model_Used,Confidence_Interval,Period_Type
Buayang Bato,2013,7,2013-06-30,0.004214,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2013,8,2013-07-31,0.003858,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2013,9,2013-08-31,0.003538,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2013,10,2013-09-30,0.003249,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2013,11,2013-10-31,0.002987,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2013,12,2013-11-30,0.002749,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,1,2013-12-31,-0.006664,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,2,2014-01-31,0.059350,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,3,2014-02-28,0.054624,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,4,2014-03-31,0.050310,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,5,2014-04-30,0.035246,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,6,2014-05-31,0.100556,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,7,2014-06-30,0.092569,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,8,2014-07-31,0.085266,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,9,2014-08-31,0.078579,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,10,2014-09-30,0.072448,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,11,2014-10-31,0.066823,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2014,12,2014-11-30,0.018052,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,1,2014-12-31,0.113758,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,2,2015-01-31,0.107884,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,3,2015-02-28,0.086315,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,4,2015-03-31,0.095465,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,5,2015-04-30,0.237256,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,6,2015-05-31,0.221154,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,7,2015-06-30,0.203107,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,8,2015-07-31,0.186651,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,9,2015-08-31,0.171628,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,10,2015-09-30,0.157898,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,11,2015-10-31,0.097793,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2015,12,2015-11-30,0.194368,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,1,2015-12-31,0.181904,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,2,2016-01-31,0.132639,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,3,2016-02-29,0.086090,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,4,2016-03-31,0.205009,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,5,2016-04-30,0.170525,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,6,2016-05-31,0.280050,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,7,2016-06-30,0.256785,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,8,2016-07-31,0.211716,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,9,2016-08-31,0.321707,,,Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,10,2016-09-30,0.256163,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,11,2016-10-31,0.269418,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2016,12,2016-11-30,0.250518,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,1,2016-12-31,0.229920,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,2,2017-01-31,0.160854,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,3,2017-02-28,0.242303,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,4,2017-03-31,0.245541,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,5,2017-04-30,0.279714,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,6,2017-05-31,0.262030,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,7,2017-06-30,0.182536,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,8,2017-07-31,0.219685,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,9,2017-08-31,0.183729,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,10,2017-09-30,0.293513,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,11,2017-10-31,0.253376,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2017,12,2017-11-30,0.313750,,,Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,1,2017-12-31,0.249168,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,2,2018-01-31,0.225377,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,3,2018-02-28,0.243890,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,4,2018-03-31,0.227418,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,5,2018-04-30,0.208771,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,6,2018-05-31,0.177228,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,7,2018-06-30,0.239826,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,8,2018-07-31,0.163155,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,9,2018-08-31,0.201157,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,10,2018-09-30,0.154803,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,11,2018-10-31,0.174231,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2018,12,2018-11-30,0.163536,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,1,2018-12-31,0.136472,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,2,2019-01-31,0.199921,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,3,2019-02-28,0.183716,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,4,2019-03-31,0.168978,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,5,2019-04-30,0.121192,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,6,2019-05-31,0.142557,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,7,2019-06-30,0.134451,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,8,2019-07-31,0.123992,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,9,2019-08-31,0.114175,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,10,2019-09-30,0.105329,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,11,2019-10-31,0.097075,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2019,12,2019-11-30,0.057193,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,1,2019-12-31,0.068764,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,2,2020-01-31,0.136735,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,3,2020-02-29,0.125970,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,4,2020-03-31,0.116095,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,5,2020-04-30,0.107102,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,6,2020-05-31,0.098705,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,7,2020-06-30,0.091046,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,8,2020-07-31,0.084010,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,9,2020-08-31,0.077537,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,10,2020-09-30,0.058421,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,11,2020-10-31,0.123425,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2020,12,2020-11-30,0.080756,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,1,2020-12-31,0.104293,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,2,2021-01-31,0.099229,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,3,2021-02-28,0.091535,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,4,2021-03-31,0.084460,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,5,2021-04-30,0.077950,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,6,2021-05-31,0.071960,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,7,2021-06-30,0.066443,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,8,2021-07-31,0.061362,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,9,2021-08-31,0.025300,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,10,2021-09-30,0.051797,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,11,2021-10-31,0.050774,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2021,12,2021-11-30,0.046985,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,1,2021-12-31,0.043360,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,2,2022-01-31,0.040071,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,3,2022-02-28,0.037041,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,4,2022-03-31,0.034244,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,5,2022-04-30,0.031662,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,6,2022-05-31,0.029277,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,7,2022-06-30,0.027074,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,8,2022-07-31,0.025039,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,9,2022-08-31,0.023226,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,10,2022-09-30,0.021422,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,11,2022-10-31,0.019810,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2022,12,2022-11-30,0.018325,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,1,2022-12-31,0.016953,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,2,2023-01-31,0.015685,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,3,2023-02-28,0.014512,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,4,2023-03-31,0.013427,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,5,2023-04-30,0.012424,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,6,2023-05-31,0.011496,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,7,2023-06-30,0.010638,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,8,2023-07-31,0.009845,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,9,2023-08-31,0.009110,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,10,2023-09-30,0.008431,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,11,2023-10-31,0.007803,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2023,12,2023-11-30,0.007221,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,1,2023-12-31,0.006683,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,2,2024-01-31,0.006186,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,3,2024-02-29,0.005725,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,4,2024-03-31,0.005299,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,5,2024-04-30,0.004904,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,6,2024-05-31,0.004539,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,7,2024-06-30,0.004202,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2024,8,2024-07-31,0.003889,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Buayang Bato,2025,10,2025-10-01,0.049428,-0.377475,0.769083,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2025,11,2025-11-01,0.049403,-0.378139,0.770889,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2025,12,2025-12-01,0.049405,-0.378785,0.772738,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,1,2026-01-01,0.049405,-0.379431,0.774582,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,2,2026-02-01,0.049405,-0.380074,0.776424,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,3,2026-03-01,0.049405,-0.380716,0.778264,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,4,2026-04-01,0.049405,-0.381355,0.780102,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,5,2026-05-01,0.049405,-0.381993,0.781939,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,6,2026-06-01,0.049405,-0.382629,0.783774,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,7,2026-07-01,0.050850,-0.382413,0.788067,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,8,2026-08-01,0.049387,-0.383944,0.787521,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,9,2026-09-01,0.049521,-0.384495,0.789579,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,10,2026-10-01,0.049509,-0.385133,0.791395,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Buayang Bato,2026,11,2026-11-01,0.049509,-0.435133,0.841395,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Buayang Bato,2026,12,2026-12-01,0.049509,-0.435133,0.841395,Very Low,false,SARIMAX(1, 1, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Burol,2012,4,2012-03-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2012,5,2012-04-30,0.921745,,,Medium,false,SARIMAX (fitted),,historical_fitted
Burol,2012,6,2012-05-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2012,7,2012-06-30,0.921745,,,Medium,false,SARIMAX (fitted),,historical_fitted
Burol,2012,8,2012-07-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2012,9,2012-08-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2012,10,2012-09-30,0.921745,,,Medium,false,SARIMAX (fitted),,historical_fitted
Burol,2012,11,2012-10-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2012,12,2012-11-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,1,2012-12-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,2,2013-01-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,3,2013-02-28,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,4,2013-03-31,-0.224150,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,5,2013-04-30,0.270210,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,6,2013-05-31,-0.224150,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,7,2013-06-30,0.118830,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,8,2013-07-31,0.077729,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,9,2013-08-31,-0.179347,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,10,2013-09-30,0.084434,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,11,2013-10-31,0.153914,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2013,12,2013-11-30,0.130555,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,1,2013-12-31,0.113346,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,2,2014-01-31,0.100143,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,3,2014-02-28,0.122207,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,4,2014-03-31,0.110506,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,5,2014-04-30,0.016190,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,6,2014-05-31,0.121308,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,7,2014-06-30,0.017444,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,8,2014-07-31,0.016865,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,9,2014-08-31,0.122089,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,10,2014-09-30,0.035536,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,11,2014-10-31,0.018406,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2014,12,2014-11-30,0.017865,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,1,2014-12-31,0.017356,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,2,2015-01-31,0.033884,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,3,2015-02-28,0.016938,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,4,2015-03-31,0.016493,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,5,2015-04-30,0.044588,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,6,2015-05-31,-0.018771,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,7,2015-06-30,0.024928,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,8,2015-07-31,0.024098,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,9,2015-08-31,-0.022246,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,10,2015-09-30,0.013584,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,11,2015-10-31,0.020488,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2015,12,2015-11-30,0.019886,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,1,2015-12-31,0.019319,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,2,2016-01-31,0.011036,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,3,2016-02-29,0.018036,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,4,2016-03-31,0.017562,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,5,2016-04-30,0.080735,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,6,2016-05-31,0.026648,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,7,2016-06-30,0.005365,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,8,2016-07-31,0.005257,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,9,2016-08-31,0.027157,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,10,2016-09-30,0.009543,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,11,2016-10-31,0.005915,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2016,12,2016-11-30,0.005805,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,1,2016-12-31,0.005698,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,2,2017-01-31,0.009251,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,3,2017-02-28,0.005643,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,4,2017-03-31,0.005545,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,5,2017-04-30,-0.023552,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,6,2017-05-31,0.000407,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,7,2017-06-30,0.010225,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,8,2017-07-31,0.010045,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,9,2017-08-31,-0.000547,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2017,10,2017-09-30,0.007526,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Burol,2025,10,2025-10-01,-0.000082,-0.288623,0.405495,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2025,11,2025-11-01,-0.000077,-0.288620,0.405501,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2025,12,2025-12-01,-0.000073,-0.288617,0.405507,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,1,2026-01-01,-0.000069,-0.288614,0.405513,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,2,2026-02-01,-0.000065,-0.288611,0.405519,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,3,2026-03-01,-0.000061,-0.288608,0.405524,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,4,2026-04-01,-0.000053,-0.288603,0.405535,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,5,2026-05-01,-0.000054,-0.288603,0.405534,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,6,2026-06-01,-0.000052,-0.288602,0.405537,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,7,2026-07-01,-0.000049,-0.288600,0.405541,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,8,2026-08-01,-0.000045,-0.288597,0.405547,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,9,2026-09-01,-0.000018,-0.288578,0.405585,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,10,2026-10-01,-0.000042,-0.288595,0.405551,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12),95,future_forecast
Burol,2026,11,2026-11-01,-0.000042,-0.338595,0.455551,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Burol,2026,12,2026-12-01,-0.000042,-0.338595,0.455551,Very Low,false,SARIMAX(1, 0, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Daang Bakal,2011,4,2011-03-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,5,2011-04-30,0.996388,,,Medium,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,6,2011-05-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,7,2011-06-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,8,2011-07-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,9,2011-08-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,10,2011-09-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,11,2011-10-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2011,12,2011-11-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,1,2011-12-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,2,2012-01-31,0.996388,,,Medium,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,3,2012-02-29,0.996388,,,Medium,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,4,2012-03-31,1.840236,,,High,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,5,2012-04-30,0.053086,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,6,2012-05-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,7,2012-06-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,8,2012-07-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,9,2012-08-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,10,2012-09-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,11,2012-10-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2012,12,2012-11-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Daang Bakal,2013,1,2012-12-31,-0.050539,,,Very Low,false,SARIMAX (fitted),,historical_fitted
