Barangay,Year,Month,Forecast_Month,Predicted_Cases,Lower_Bound,Upper_Bound,Risk_Level,Risk_Flag,Model_Used,Confidence_Interval,Period_Type
Addition Hills,2010,5,2010-04-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,6,2010-05-31,1.059833,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,7,2010-06-30,-0.057251,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,8,2010-07-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,9,2010-08-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,10,2010-09-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,11,2010-10-31,1.121456,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2010,12,2010-11-30,-0.057251,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,1,2010-12-31,1.121456,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,2,2011-01-31,2.105265,,,High,true,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,3,2011-02-28,-0.089210,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,4,2011-03-31,1.121456,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,5,2011-04-30,-0.075364,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,6,2011-05-31,0.045188,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,7,2011-06-30,3.484315,,,Very High,true,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,8,2011-07-31,0.876999,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,9,2011-08-31,0.517807,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,10,2011-09-30,0.307053,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,11,2011-10-31,0.294479,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2011,12,2011-11-30,0.699079,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,1,2011-12-31,0.900884,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,2,2012-01-31,0.934921,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,3,2012-02-29,0.851548,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,4,2012-03-31,0.957020,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,5,2012-04-30,1.117770,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,6,2012-05-31,0.840415,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,7,2012-06-30,1.389804,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,8,2012-07-31,1.363522,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,9,2012-08-31,1.549453,,,High,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,10,2012-09-30,1.071939,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,11,2012-10-31,0.961098,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2012,12,2012-11-30,0.981579,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,1,2012-12-31,1.096118,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,2,2013-01-31,1.080357,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,3,2013-02-28,1.220952,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,4,2013-03-31,1.059954,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,5,2013-04-30,1.488406,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,6,2013-05-31,1.127101,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,7,2013-06-30,1.180970,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,8,2013-07-31,0.877884,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,9,2013-08-31,1.401794,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,10,2013-09-30,0.905260,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,11,2013-10-31,0.810865,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2013,12,2013-11-30,1.073336,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,1,2013-12-31,1.245460,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,2,2014-01-31,1.029372,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,3,2014-02-28,1.099948,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,4,2014-03-31,0.936326,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,5,2014-04-30,1.104603,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,6,2014-05-31,1.335660,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,7,2014-06-30,1.300176,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,8,2014-07-31,1.324711,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,9,2014-08-31,1.127115,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,10,2014-09-30,1.592893,,,High,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,11,2014-10-31,0.914883,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2014,12,2014-11-30,1.006794,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,1,2014-12-31,0.893556,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,2,2015-01-31,0.787739,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,3,2015-02-28,0.706075,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,4,2015-03-31,0.958622,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,5,2015-04-30,1.091628,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,6,2015-05-31,1.047731,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,7,2015-06-30,1.312780,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,8,2015-07-31,1.079555,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,9,2015-08-31,1.151801,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,10,2015-09-30,1.320405,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,11,2015-10-31,1.402819,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2015,12,2015-11-30,1.846255,,,High,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,1,2015-12-31,1.816887,,,High,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,2,2016-01-31,2.100904,,,High,true,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,3,2016-02-29,1.668847,,,High,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,4,2016-03-31,1.435162,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,5,2016-04-30,1.304033,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,6,2016-05-31,0.960223,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,7,2016-06-30,1.157030,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,8,2016-07-31,0.793912,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,9,2016-08-31,1.186783,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,10,2016-09-30,0.979446,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,11,2016-10-31,0.924122,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2016,12,2016-11-30,1.247152,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,1,2016-12-31,1.025329,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,2,2017-01-31,0.911274,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,3,2017-02-28,1.344592,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,4,2017-03-31,1.299181,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,5,2017-04-30,1.424069,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,6,2017-05-31,1.301345,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,7,2017-06-30,1.281696,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,8,2017-07-31,1.061526,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,9,2017-08-31,1.293027,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,10,2017-09-30,0.944239,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,11,2017-10-31,0.740743,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2017,12,2017-11-30,0.985379,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,1,2017-12-31,1.235177,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,2,2018-01-31,1.221644,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,3,2018-02-28,1.176039,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,4,2018-03-31,1.229568,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,5,2018-04-30,0.970551,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,6,2018-05-31,1.232729,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,7,2018-06-30,1.490489,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,8,2018-07-31,1.186491,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,9,2018-08-31,1.546071,,,High,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,10,2018-09-30,1.132505,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,11,2018-10-31,1.386088,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2018,12,2018-11-30,1.158876,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,1,2018-12-31,0.841346,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,2,2019-01-31,1.119600,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,3,2019-02-28,1.031644,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,4,2019-03-31,0.978951,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,5,2019-04-30,0.701735,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,6,2019-05-31,0.575620,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,7,2019-06-30,0.640173,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,8,2019-07-31,0.514209,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,9,2019-08-31,0.606393,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,10,2019-09-30,0.371788,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,11,2019-10-31,0.599997,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2019,12,2019-11-30,0.713820,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,1,2019-12-31,0.454407,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,2,2020-01-31,0.593142,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,3,2020-02-29,0.714836,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,4,2020-03-31,0.542429,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,5,2020-04-30,0.486166,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,6,2020-05-31,0.726828,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,7,2020-06-30,0.690880,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,8,2020-07-31,0.832613,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,9,2020-08-31,0.591490,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,10,2020-09-30,0.445887,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,11,2020-10-31,0.411453,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2020,12,2020-11-30,0.452455,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,1,2020-12-31,0.324619,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,2,2021-01-31,0.300904,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,3,2021-02-28,0.697921,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,4,2021-03-31,0.438377,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,5,2021-04-30,0.278169,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,6,2021-05-31,0.304145,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,7,2021-06-30,0.231848,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,8,2021-07-31,0.326676,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,9,2021-08-31,0.286773,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,10,2021-09-30,0.259188,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,11,2021-10-31,0.387177,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2021,12,2021-11-30,0.430740,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,1,2021-12-31,0.308455,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,2,2022-01-31,0.375062,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,3,2022-02-28,0.378793,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,4,2022-03-31,0.597553,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,5,2022-04-30,0.398132,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,6,2022-05-31,0.361477,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,7,2022-06-30,0.326747,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,8,2022-07-31,0.298761,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,9,2022-08-31,0.271183,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,10,2022-09-30,0.178898,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,11,2022-10-31,0.168714,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2022,12,2022-11-30,0.220167,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,1,2022-12-31,0.313411,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,2,2023-01-31,0.543096,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,3,2023-02-28,0.235374,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,4,2023-03-31,0.604670,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,5,2023-04-30,0.395642,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,6,2023-05-31,0.358230,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,7,2023-06-30,0.486887,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,8,2023-07-31,0.709809,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,9,2023-08-31,0.632656,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,10,2023-09-30,0.658137,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,11,2023-10-31,0.500183,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2023,12,2023-11-30,0.675546,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,1,2023-12-31,0.724465,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,2,2024-01-31,0.845432,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,3,2024-02-29,0.684659,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,4,2024-03-31,0.883832,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,5,2024-04-30,1.108571,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,6,2024-05-31,0.871922,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,7,2024-06-30,0.788414,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,8,2024-07-31,0.917402,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,9,2024-08-31,0.914903,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,10,2024-09-30,1.173905,,,Medium,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,11,2024-10-31,0.654426,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2024,12,2024-11-30,0.637823,,,Low,false,SARIMAX (fitted),,historical_fitted
Addition Hills,2025,10,2025-10-01,0.972198,-0.337130,4.867765,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2025,11,2025-11-01,0.806069,-0.395347,4.394642,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2025,12,2025-12-01,0.871071,-0.373609,4.589008,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,1,2026-01-01,0.876828,-0.373455,4.622075,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,2,2026-02-01,0.877533,-0.375259,4.642550,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,3,2026-03-01,0.883819,-0.375226,4.680091,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,4,2026-04-01,0.877382,-0.379401,4.679292,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,5,2026-05-01,0.877505,-0.381388,4.698284,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,6,2026-06-01,0.877628,-0.383363,4.717283,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,7,2026-07-01,0.877505,-0.385407,4.735541,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,8,2026-08-01,0.881270,-0.386169,4.765718,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,9,2026-09-01,0.870964,-0.391503,4.752711,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,10,2026-10-01,0.871208,-0.393384,4.772051,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12),95,future_forecast
Addition Hills,2026,11,2026-11-01,0.871208,-0.443384,4.822051,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Addition Hills,2026,12,2026-12-01,0.871208,-0.443384,4.822051,Medium,false,SARIMAX(1, 1, 1)(1, 0, 1, 12) (extrapolated),95,future_extrapolated
Bagong Silang,2011,8,2011-07-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2011,9,2011-08-31,1.050824,,,Medium,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2011,10,2011-09-30,-0.048950,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2011,11,2011-10-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2011,12,2011-11-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,1,2011-12-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,2,2012-01-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,3,2012-02-29,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,4,2012-03-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,5,2012-04-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,6,2012-05-31,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,7,2012-06-30,0.000000,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,8,2012-07-31,-0.120192,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,9,2012-08-31,1.787223,,,High,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,10,2012-09-30,-0.067823,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,11,2012-10-31,0.435691,,,Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2012,12,2012-11-30,0.210349,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,1,2012-12-31,0.153939,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,2,2013-01-31,0.121363,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,3,2013-02-28,0.100159,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,4,2013-03-31,0.259894,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,5,2013-04-30,0.164114,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,6,2013-05-31,0.299892,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,7,2013-06-30,0.204259,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,8,2013-07-31,-0.102239,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,9,2013-08-31,0.130720,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,10,2013-09-30,0.140719,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,11,2013-10-31,0.159375,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2013,12,2013-11-30,0.147076,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,1,2013-12-31,0.141134,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,2,2014-01-31,0.135653,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,3,2014-02-28,0.057364,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,4,2014-03-31,0.133924,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,5,2014-04-30,0.051010,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,6,2014-05-31,0.127463,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,7,2014-06-30,0.117866,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,8,2014-07-31,0.211551,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,9,2014-08-31,0.069822,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,10,2014-09-30,0.145879,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,11,2014-10-31,0.110047,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2014,12,2014-11-30,0.108117,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,1,2014-12-31,0.104580,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,2,2015-01-31,0.101267,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,3,2015-02-28,0.122941,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,4,2015-03-31,0.092769,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,5,2015-04-30,0.196709,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,6,2015-05-31,0.105850,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,7,2015-06-30,0.104718,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,8,2015-07-31,0.071550,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,9,2015-08-31,0.113334,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,10,2015-09-30,0.084377,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,11,2015-10-31,0.092402,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2015,12,2015-11-30,0.089709,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,1,2015-12-31,0.160717,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,2,2016-01-31,0.100473,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,3,2016-02-29,0.090098,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,4,2016-03-31,0.050435,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,5,2016-04-30,0.090587,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,6,2016-05-31,0.094135,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,7,2016-06-30,0.091683,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,8,2016-07-31,0.100211,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,9,2016-08-31,0.083472,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,10,2016-09-30,0.090642,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,11,2016-10-31,0.085580,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2016,12,2016-11-30,0.038444,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,1,2016-12-31,0.086887,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,2,2017-01-31,0.081962,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,3,2017-02-28,0.083276,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,4,2017-03-31,0.094815,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,5,2017-04-30,0.147481,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,6,2017-05-31,0.087115,,,Very Low,false,SARIMAX (fitted),,historical_fitted
Bagong Silang,2017,7,2017-06-30,0.085890,,,Very Low,false,SARIMAX (fitted),,historical_fitted
